Journal name,JCR Abbreviation,ISSN,eISSN,Category,2022 JIF,2022 JCI,5 Year JIF,JIF Rank,JCI Rank
"Expert Review of Neurotherapeutics","EXPERT REV NEUROTHER","1473-7175","1744-8360","CLINICAL NEUROLOGY - SCIE","4.3","0.62","4.4"," 58/212 "," 160/267 "
"NEUROREHABILITATION AND NEURAL REPAIR","NEUROREHAB NEURAL RE","1545-9683","1552-6844","CLINICAL NEUROLOGY - SCIE","4.2","1.45","4.8"," 60/212 "," 32/267 "
"JOURNAL OF NEUROTRAUMA","J NEUROTRAUM","0897-7151","1557-9042","CLINICAL NEUROLOGY - SCIE","4.2","1","4.6"," 60/212 "," 75/267 "
"JOURNAL OF NEUROSURGERY","J NEUROSURG","0022-3085","1933-0693","CLINICAL NEUROLOGY - SCIE","4.1","1.9","4.6"," 62/212 "," 16/267 "
"Neurosurgical Focus","NEUROSURG FOCUS","1092-0684","1092-0684","CLINICAL NEUROLOGY - SCIE","4.1","1.31","4.9"," 62/212 "," 38/267 "
"Sleep Health","SLEEP HEALTH","2352-7218","2352-7226","CLINICAL NEUROLOGY - SCIE","4.1","1.12","5.4"," 62/212 "," 59/267 "
"JOURNAL OF PSYCHOPHARMACOLOGY","J PSYCHOPHARMACOL","0269-8811","1461-7285","CLINICAL NEUROLOGY - SCIE","4.1","1.07","4.3"," 62/212 "," 65/267 "
"PARKINSONISM & RELATED DISORDERS","PARKINSONISM RELAT D","1353-8020","1873-5126","CLINICAL NEUROLOGY - SCIE","4.1","1.04","4.4"," 62/212 "," 69/267 "
"JOURNAL OF PAIN","J PAIN","1526-5900","1528-8447","CLINICAL NEUROLOGY - SCIE","4","1.11","5.6"," 67/212 "," 61/267 "
"Multiple Sclerosis and Related Disorders","MULT SCLER RELAT DIS","2211-0348","2211-0356","CLINICAL NEUROLOGY - SCIE","4","0.96","3.9"," 67/212 "," 81/267 "
"Pain and Therapy","PAIN THER","2193-8237","2193-651X","CLINICAL NEUROLOGY - SCIE","4","0.9","4.4"," 67/212 "," 84/267 "
"Movement Disorders Clinical Practice","MOV DISORD CLIN PRAC","2330-1619","2330-1619","CLINICAL NEUROLOGY - SCIE","4","0.74","3.8"," 67/212 "," 121/267 "
"CLINICAL NEUROPSYCHOLOGIST","CLIN NEUROPSYCHOL","1385-4046","1744-4144","CLINICAL NEUROLOGY - SCIE","3.9","1.13","3.8"," 71/212 "," 56/267 "
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","0167-594X","1573-7373","CLINICAL NEUROLOGY - SCIE","3.9","0.89","4.1"," 71/212 "," 85/267 "
"Journal of Movement Disorders","J MOV DISORD","2005-940X","2093-4939","CLINICAL NEUROLOGY - SCIE","3.9","0.77","4.3"," 71/212 "," 112/267 "
"NEUROLOGIA","NEUROLOGIA","0213-4853","1578-1968","CLINICAL NEUROLOGY - SCIE","3.9","0.74","3.5"," 71/212 "," 121/267 "
"Journal of Neurologic Physical Therapy","J NEUROL PHYS THER","1557-0576","1557-0584","CLINICAL NEUROLOGY - SCIE","3.8","1.48","4.7"," 75/212 "," 29/267 "
"DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY","DEV MED CHILD NEUROL","0012-1622","1469-8749","CLINICAL NEUROLOGY - SCIE","3.8","1.23","4.7"," 75/212 "," 51/267 "
"PEDIATRIC NEUROLOGY","PEDIATR NEUROL","0887-8994","1873-5150","CLINICAL NEUROLOGY - SCIE","3.8","0.98","3.6"," 75/212 "," 78/267 "
"JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM","J PERIPHER NERV SYST","1085-9489","1529-8027","CLINICAL NEUROLOGY - SCIE","3.8","0.86","3.7"," 75/212 "," 88/267 "
"JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY","J NEUROSURG ANESTH","0898-4921","1537-1921","CLINICAL NEUROLOGY - SCIE","3.7","1.31","2.9"," 79/212 "," 38/267 "
"Pain Physician","PAIN PHYSICIAN","1533-3159","N/A","CLINICAL NEUROLOGY - SCIE","3.7","1.09","3.9"," 79/212 "," 63/267 "
"Neurology and Therapy","NEUROL THER","2193-8253","2193-6536","CLINICAL NEUROLOGY - SCIE","3.7","0.85","4.3"," 79/212 "," 95/267 "
"Current Pain and Headache Reports","CURR PAIN HEADACHE R","1531-3433","1534-3081","CLINICAL NEUROLOGY - SCIE","3.7","0.6","4.2"," 79/212 "," 167/267 "
"EUROPEAN JOURNAL OF PAIN","EUR J PAIN","1090-3801","1532-2149","CLINICAL NEUROLOGY - SCIE","3.6","1.01","3.9"," 83/212 "," 74/267 "
"Epilepsy Currents","EPILEPSY CURR","1535-7597","1535-7511","CLINICAL NEUROLOGY - SCIE","3.6","0.59","4.5"," 83/212 "," 170/267 "
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","0195-6108","1936-959X","CLINICAL NEUROLOGY - SCIE","3.5","1","4.1"," 85/212 "," 75/267 "
"JOURNAL OF NEURORADIOLOGY","J NEURORADIOLOGY","0150-9861","1773-0406","CLINICAL NEUROLOGY - SCIE","3.5","0.92","2.9"," 85/212 "," 83/267 "
"NEUROGASTROENTEROLOGY AND MOTILITY","NEUROGASTROENT MOTIL","1350-1925","1365-2982","CLINICAL NEUROLOGY - SCIE","3.5","0.83","3.5"," 85/212 "," 100/267 "
"ACTA NEUROLOGICA SCANDINAVICA","ACTA NEUROL SCAND","0001-6314","1600-0404","CLINICAL NEUROLOGY - SCIE","3.5","0.82","3.3"," 85/212 "," 102/267 "
"Neurocritical Care","NEUROCRIT CARE","1541-6933","1556-0961","CLINICAL NEUROLOGY - SCIE","3.5","0.76","3.5"," 85/212 "," 116/267 "
"Journal of Neurogastroenterology and Motility","J NEUROGASTROENTEROL","2093-0879","2093-0887","CLINICAL NEUROLOGY - SCIE","3.4","0.89","4.5"," 90/212 "," 85/267 "
"Nature and Science of Sleep","NAT SCI SLEEP","1179-1608","1179-1608","CLINICAL NEUROLOGY - SCIE","3.4","0.8","4.7"," 90/212 "," 105/267 "
"Frontiers in Neurology","FRONT NEUROL","1664-2295","1664-2295","CLINICAL NEUROLOGY - SCIE","3.4","0.77","3.9"," 90/212 "," 112/267 "
"MUSCLE & NERVE","MUSCLE NERVE","0148-639X","1097-4598","CLINICAL NEUROLOGY - SCIE","3.4","0.73","3"," 90/212 "," 127/267 "
"American Journal of Alzheimers Disease and Other Dementias","AM J ALZHEIMERS DIS","1533-3175","1938-2731","CLINICAL NEUROLOGY - SCIE","3.4","0.59","3"," 90/212 "," 170/267 "
"CNS SPECTRUMS","CNS SPECTRUMS","1092-8529","2165-6509","CLINICAL NEUROLOGY - SCIE","3.3","0.86","3.8"," 95/212 "," 88/267 "
"Journal of Neuromuscular Diseases","J NEUROMUSCULAR DIS","2214-3599","2214-3602","CLINICAL NEUROLOGY - SCIE","3.3","0.86","N/A"," 95/212 "," 88/267 "
"NEUROLOGICAL SCIENCES","NEUROL SCI","1590-1874","1590-3478","CLINICAL NEUROLOGY - SCIE","3.3","0.76","3.2"," 95/212 "," 116/267 "
"JOURNAL OF NEURAL TRANSMISSION","J NEURAL TRANSM","0300-9564","1435-1463","CLINICAL NEUROLOGY - SCIE","3.3","0.7","4"," 95/212 "," 135/267 "
"Brain Tumor Pathology","BRAIN TUMOR PATHOL","1433-7398","1861-387X","CLINICAL NEUROLOGY - SCIE","3.3","0.66","3.3"," 95/212 "," 152/267 "
"JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY","J NEUROPATH EXP NEUR","0022-3069","1554-6578","CLINICAL NEUROLOGY - SCIE","3.2","0.86","3.6"," 100/212 "," 88/267 "
"Neurospine","NEUROSPINE","2586-6583","2586-6591","CLINICAL NEUROLOGY - SCIE","3.2","0.86","N/A"," 100/212 "," 88/267 "
"Parkinsons Disease","PARKINSONS DIS-US","2090-8083","2042-0080","CLINICAL NEUROLOGY - SCIE","3.2","0.73","3.2"," 100/212 "," 127/267 "
"Neuropsychiatric Disease and Treatment","NEUROPSYCH DIS TREAT","N/A","1178-2021","CLINICAL NEUROLOGY - SCIE","3.2","0.68","3.2"," 100/212 "," 142/267 "
"EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY","EUR J PAEDIATR NEURO","1090-3798","1532-2130","CLINICAL NEUROLOGY - SCIE","3.1","1.04","3"," 104/212 "," 69/267 "
"Neurology-Genetics","NEUROL-GENET","2376-7839","2376-7839","CLINICAL NEUROLOGY - SCIE","3.1","0.85","3.5"," 104/212 "," 95/267 "
"Behavioral Sleep Medicine","BEHAV SLEEP MED","1540-2002","1540-2010","CLINICAL NEUROLOGY - SCIE","3.1","0.84","3.4"," 104/212 "," 98/267 "
"Journal of Clinical Neurology","J CLIN NEUROL","1738-6586","2005-5013","CLINICAL NEUROLOGY - SCIE","3.1","0.66","3.3"," 104/212 "," 152/267 "
"SPINE","SPINE","0362-2436","1528-1159","CLINICAL NEUROLOGY - SCIE","3","1.07","3.5"," 108/212 "," 65/267 "
"Epilepsia Open","EPILEPSIA OPEN","N/A","2470-9239","CLINICAL NEUROLOGY - SCIE","3","0.83","N/A"," 108/212 "," 100/267 "
"SEIZURE-EUROPEAN JOURNAL OF EPILEPSY","SEIZURE-EUR J EPILEP","1059-1311","1532-2688","CLINICAL NEUROLOGY - SCIE","3","0.71","3.2"," 108/212 "," 133/267 "
"NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY","NEUROPHYSIOL CLIN","0987-7053","1769-7131","CLINICAL NEUROLOGY - SCIE","3","0.7","3.4"," 108/212 "," 135/267 "
"REVUE NEUROLOGIQUE","REV NEUROL-FRANCE","0035-3787","2213-0004","CLINICAL NEUROLOGY - SCIE","3","0.65","3"," 108/212 "," 155/267 "
"CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES","CAN J NEUROL SCI","0317-1671","2057-0155","CLINICAL NEUROLOGY - SCIE","3","0.58","2.8"," 108/212 "," 176/267 "
"Neurodegenerative Diseases","NEURODEGENER DIS","1660-2854","1660-2862","CLINICAL NEUROLOGY - SCIE","3","0.56","3.1"," 108/212 "," 183/267 "
"CLINICAL JOURNAL OF PAIN","CLIN J PAIN","0749-8047","1536-5409","CLINICAL NEUROLOGY - SCIE","2.9","0.87","3.8"," 115/212 "," 87/267 "
"JOURNAL OF NEURO-OPHTHALMOLOGY","J NEURO-OPHTHALMOL","1070-8022","1536-5166","CLINICAL NEUROLOGY - SCIE","2.9","0.74","3.2"," 115/212 "," 121/267 "
"JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES","J NEUROPSYCH CLIN N","0895-0172","1545-7222","CLINICAL NEUROLOGY - SCIE","2.9","0.69","2.8"," 115/212 "," 138/267 "
"CEREBROVASCULAR DISEASES","CEREBROVASC DIS","1015-9770","1421-9786","CLINICAL NEUROLOGY - SCIE","2.9","0.61","3.2"," 115/212 "," 163/267 "
"Pain Research & Management","PAIN RES MANAG","1203-6765","1918-1523","CLINICAL NEUROLOGY - SCIE","2.9","0.61","3.3"," 115/212 "," 163/267 "
"Neurologia i Neurochirurgia Polska","NEUROL NEUROCHIR POL","0028-3843","1897-4260","CLINICAL NEUROLOGY - SCIE","2.9","0.56","1.9"," 115/212 "," 183/267 "
"JOURNAL OF NEUROSURGERY-SPINE","J NEUROSURG-SPINE","1547-5654","1547-5646","CLINICAL NEUROLOGY - SCIE","2.8","1.08","3.6"," 121/212 "," 64/267 "
"EUROPEAN SPINE JOURNAL","EUR SPINE J","0940-6719","1432-0932","CLINICAL NEUROLOGY - SCIE","2.8","0.86","3.2"," 121/212 "," 88/267 "
"NEUROSURGICAL REVIEW","NEUROSURG REV","0344-5607","1437-2320","CLINICAL NEUROLOGY - SCIE","2.8","0.79","2.9"," 121/212 "," 108/267 "
"Clinical Neuroradiology","CLIN NEURORADIOL","1869-1439","1869-1447","CLINICAL NEUROLOGY - SCIE","2.8","0.78","2.9"," 121/212 "," 109/267 "
"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration","AMYOTROPH LAT SCL FR","2167-8421","2167-9223","CLINICAL NEUROLOGY - SCIE","2.8","0.74","3.3"," 121/212 "," 121/267 "
"NEUROMODULATION","NEUROMODULATION","1094-7159","1525-1403","CLINICAL NEUROLOGY - SCIE","2.8","0.73","3.3"," 121/212 "," 127/267 "
"Korean Journal of Pain","KOREAN J PAIN","2005-9159","2093-0569","CLINICAL NEUROLOGY - SCIE","2.8","0.72","2.9"," 121/212 "," 130/267 "
"NEURORADIOLOGY","NEURORADIOLOGY","0028-3940","1432-1920","CLINICAL NEUROLOGY - SCIE","2.8","0.69","2.9"," 121/212 "," 138/267 "
"BEHAVIOURAL NEUROLOGY","BEHAV NEUROL","0953-4180","1875-8584","CLINICAL NEUROLOGY - SCIE","2.8","0.68","3.5"," 121/212 "," 142/267 "
"NEUROMUSCULAR DISORDERS","NEUROMUSCULAR DISORD","0960-8966","1873-2364","CLINICAL NEUROLOGY - SCIE","2.8","0.67","3.4"," 121/212 "," 150/267 "
"BRAIN TOPOGRAPHY","BRAIN TOPOGR","0896-0267","1573-6792","CLINICAL NEUROLOGY - SCIE","2.7","0.8","3.4"," 131/212 "," 105/267 "
"Journal of Pain Research","J PAIN RES","1178-7090","1178-7090","CLINICAL NEUROLOGY - SCIE","2.7","0.69","3.2"," 131/212 "," 138/267 "
"SEMINARS IN NEUROLOGY","SEMIN NEUROL","0271-8235","1098-9021","CLINICAL NEUROLOGY - SCIE","2.7","0.68","4.4"," 131/212 "," 142/267 "
"Seminars in Pediatric Neurology","SEMIN PEDIATR NEUROL","1071-9091","1558-0776","CLINICAL NEUROLOGY - SCIE","2.7","0.54","2.6"," 131/212 "," 188/267 "
"ACTA NEUROLOGICA BELGICA","ACTA NEUROL BELG","0300-9009","2240-2993","CLINICAL NEUROLOGY - SCIE","2.7","0.5","2.4"," 131/212 "," 196/267 "
"NEUROSURGERY CLINICS OF NORTH AMERICA","NEUROSURG CLIN N AM","1042-3680","1558-1349","CLINICAL NEUROLOGY - SCIE","2.6","1.07","3.1"," 136/212 "," 65/267 "
"Pain Practice","PAIN PRACT","1530-7085","1533-2500","CLINICAL NEUROLOGY - SCIE","2.6","0.77","2.9"," 136/212 "," 112/267 "
"EPILEPSY & BEHAVIOR","EPILEPSY BEHAV","1525-5050","1525-5069","CLINICAL NEUROLOGY - SCIE","2.6","0.76","2.7"," 136/212 "," 116/267 "
"BMC Neurology","BMC NEUROL","N/A","1471-2377","CLINICAL NEUROLOGY - SCIE","2.6","0.72","2.9"," 136/212 "," 130/267 "
"JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY","J INT NEUROPSYCH SOC","1355-6177","1469-7661","CLINICAL NEUROLOGY - SCIE","2.6","0.71","3.2"," 136/212 "," 133/267 "
"JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY","J GERIATR PSYCH NEUR","0891-9887","1552-5708","CLINICAL NEUROLOGY - SCIE","2.6","0.57","3"," 136/212 "," 179/267 "
"Sleep and Breathing","SLEEP BREATH","1520-9512","1522-1709","CLINICAL NEUROLOGY - SCIE","2.5","0.61","2.7"," 142/212 "," 163/267 "
"JOURNAL OF HEAD TRAUMA REHABILITATION","J HEAD TRAUMA REHAB","0885-9701","1550-509X","CLINICAL NEUROLOGY - SCIE","2.4","0.96","2.9"," 143/212 "," 81/267 "
"ACTA NEUROCHIRURGICA","ACTA NEUROCHIR","0001-6268","0942-0940","CLINICAL NEUROLOGY - SCIE","2.4","0.81","2.4"," 143/212 "," 103/267 "
"NEUROLOGIC CLINICS","NEUROL CLIN","0733-8619","1557-9875","CLINICAL NEUROLOGY - SCIE","2.4","0.76","3.8"," 143/212 "," 116/267 "
"Global Spine Journal","GLOB SPINE J","2192-5682","2192-5690","CLINICAL NEUROLOGY - SCIE","2.4","0.68","3"," 143/212 "," 142/267 "
"JOURNAL OF CLINICAL NEUROPHYSIOLOGY","J CLIN NEUROPHYSIOL","0736-0258","1537-1603","CLINICAL NEUROLOGY - SCIE","2.4","0.6","2.6"," 143/212 "," 167/267 "
"DEMENTIA AND GERIATRIC COGNITIVE DISORDERS","DEMENT GERIATR COGN","1420-8008","1421-9824","CLINICAL NEUROLOGY - SCIE","2.4","0.58","3"," 143/212 "," 176/267 "
"JOURNAL OF NEUROIMAGING","J NEUROIMAGING","1051-2284","1552-6569","CLINICAL NEUROLOGY - SCIE","2.4","0.58","2.5"," 143/212 "," 176/267 "
"EUROPEAN NEUROLOGY","EUR NEUROL","0014-3022","1421-9913","CLINICAL NEUROLOGY - SCIE","2.4","0.46","2.2"," 143/212 "," 206/267 "
"Operative Neurosurgery","OPER NEUROSURG","2332-4252","2332-4260","CLINICAL NEUROLOGY - SCIE","2.3","0.84","N/A"," 151/212 "," 98/267 "
"JOURNAL OF NEUROSCIENCE NURSING","J NEUROSCI NURS","0888-0395","1945-2810","CLINICAL NEUROLOGY - SCIE","2.3","0.72","2"," 151/212 "," 130/267 "
"EPILEPTIC DISORDERS","EPILEPTIC DISORD","1294-9361","1950-6945","CLINICAL NEUROLOGY - SCIE","2.3","0.59","2.2"," 151/212 "," 170/267 "
"PSYCHIATRY RESEARCH-NEUROIMAGING","PSYCHIAT RES-NEUROIM","0925-4927","1872-7506","CLINICAL NEUROLOGY - SCIE","2.3","0.57","2.5"," 151/212 "," 179/267 "
