Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
130,JOURNAL OF GENE MEDICINE,"2,169",1.647,0.001370
131,HEREDITAS,"1,555",1.632,0.000430
132,Standards in Genomic Sciences,"1,130",1.600,0.003190
133,CYTOGENETIC AND GENOME RESEARCH,"2,894",1.587,0.002970
134,PSYCHIATRIC GENETICS,966,1.586,0.001760
135,OPHTHALMIC GENETICS,778,1.574,0.001660
136,NEW GENETICS AND SOCIETY,329,1.571,0.000680
137,VIRUS GENES,"2,525",1.542,0.004070
138,JOURNAL OF NEUROGENETICS,603,1.536,0.001370
139,ANNALS OF HUMAN GENETICS,"2,031",1.529,0.001920
140,GENE EXPRESSION PATTERNS,"1,503",1.515,0.001320
141,GENETICS AND MOLECULAR BIOLOGY,"2,198",1.493,0.002730
142,Cellular Reprogramming,631,1.430,0.001370
143,GENETICA,"3,125",1.366,0.001540
144,Comparative Cytogenetics,350,1.319,0.000700
145,THEORETICAL POPULATION BIOLOGY,"3,720",1.259,0.002890
146,BIRTH DEFECTS RESEARCH PART B-DEVELOPMENTAL AND REPRODUCTIVE TOXICOLOGY,847,1.244,0.000720
147,Genetic Testing and Molecular Biomarkers,"1,289",1.181,0.003060
148,Molecular Cytogenetics,726,1.167,0.002600
149,Genetics Research,"2,078",1.059,0.000760
150,International Journal of Immunogenetics,690,1.000,0.001180
151,Mitochondrial DNA,964,0.922,0.003010
152,GENES & GENETIC SYSTEMS,742,0.913,0.000920
153,Conservation Genetics Resources,"1,625",0.742,0.005670
154,Genes & Genomics,476,0.680,0.000970
155,JOURNAL OF GENETICS,"1,538",0.672,0.002070
156,EVOLUTIONARY ECOLOGY RESEARCH,"1,832",0.612,0.001200
157,CARYOLOGIA,896,0.608,0.000360
158,HUMAN BIOLOGY,"1,888",0.600,0.000990
159,Mitochondrial DNA Part A,977,0.575,0.002870
160,HUMAN HEREDITY,968,0.542,0.001310
161,RUSSIAN JOURNAL OF GENETICS,"1,259",0.505,0.001180
162,Mitochondrial DNA Part B-Resources,277,0.488,0.000490
163,CYTOLOGIA,"1,051",0.481,0.000190
164,CLINICAL DYSMORPHOLOGY,459,0.427,0.000410
165,Genetika-Belgrade,318,0.392,0.000430
166,Balkan Journal of Medical Genetics,86,0.306,0.000220
167,SILVAE GENETICA,869,0.277,0.000230
168,Cytology and Genetics,210,0.239,0.000250
169,Medizinische Genetik,36,0.213,0.000110
170,INTERNATIONAL JOURNAL OF HUMAN GENETICS,138,0.146,0.000080
171,GENETIC COUNSELING,343,0.140,0.000350
