"Journal Data Filtered By:  Selected JCR Year: 2020 Selected Editions: SCIE,SSCI Selected Categories: 'CLINICAL NEUROLOGY' Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
33,SLEEP,"28,688",5.849,0.02392
34,JOURNAL OF PAIN,"13,655",5.82,0.01469
35,Neurology and Therapy,711,5.814,0.00159
36,CNS DRUGS,"5,948",5.749,0.00707
37,Pain and Therapy,620,5.725,0.00124
38,CURRENT OPINION IN NEUROLOGY,"6,723",5.71,0.00848
39,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,"16,571",5.449,0.01147
40,Nature and Science of Sleep,"1,240",5.346,0.00229
41,EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,"5,451",5.27,0.00515
42,JOURNAL OF NEUROTRAUMA,"19,004",5.269,0.01821
43,International Journal of Stroke,"6,321",5.266,0.01413
44,PSYCHIATRY AND CLINICAL NEUROSCIENCES,"5,454",5.188,0.0047
45,INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY,"7,865",5.176,0.00844
46,JOURNAL OF NEUROSURGERY,"43,275",5.115,0.02768
47,Current Neurology and Neuroscience Reports,"4,549",5.081,0.0073
48,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,"13,777",5.067,0.01344
49,Pain Physician,"6,424",4.965,0.00676
50,Journal of Neurogastroenterology and Motility,"2,217",4.924,0.0038
51,PARKINSONISM & RELATED DISORDERS,"13,674",4.891,0.0187
52,JOURNAL OF NEUROLOGY,"21,116",4.849,0.02166
53,JOURNAL OF AFFECTIVE DISORDERS,"46,992",4.839,0.06272
54,NEUROMODULATION,"4,447",4.722,0.00554
55,JPAD-Journal of Prevention of Alzheimers Disease,649,4.671,0.00147
56,NEUROSURGERY,"34,635",4.654,0.02225
57,Expert Review of Neurotherapeutics,"5,314",4.618,0.00563
58,EUROPEAN NEUROPSYCHOPHARMACOLOGY,"8,999",4.6,0.01119
59,Annals of Clinical and Translational Neurology,"4,188",4.511,0.01227
60,Sleep Health,"2,255",4.45,0.00609
61,CLINICAL AUTONOMIC RESEARCH,"2,164",4.435,0.00253
62,Multiple Sclerosis and Related Disorders,"5,292",4.339,0.00888
63,NEUROMUSCULAR DISORDERS,"6,588",4.296,0.00741
64,Spine Journal,"12,504",4.166,0.01613
65,JOURNAL OF PSYCHOPHARMACOLOGY,"8,158",4.153,0.01001
66,JOURNAL OF NEURO-ONCOLOGY,"15,608",4.13,0.01639
67,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,"4,709",4.092,0.00516
68,Stroke and Vascular Neurology,"1,005",4.081,0.00239
69,Journal of Clinical Sleep Medicine,"9,720",4.062,0.01376
70,Neurosurgical Focus,"9,818",4.047,0.01112
71,Journal of Neurodevelopmental Disorders,"1,819",4.025,0.00285
72,Frontiers in Neurology,"18,626",4.003,0.04066
73,JOURNAL OF SLEEP RESEARCH,"8,023",3.981,0.00775
74,JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,"1,988",3.956,0.00147
75,EUROPEAN JOURNAL OF PAIN,"9,204",3.931,0.00911
76,NEUROREHABILITATION AND NEURAL REPAIR,"6,710",3.919,0.00688
77,AMERICAN JOURNAL OF NEURORADIOLOGY,"27,423",3.825,0.02403
78,NEUROLOGIC CLINICS,"3,097",3.806,0.00306
79,CNS SPECTRUMS,"3,177",3.79,0.0036
80,NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,"1,825",3.734,0.00195
81,CLINICAL NEUROPHYSIOLOGY,"23,593",3.708,0.01833
82,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,"11,189",3.685,0.00663
83,Clinical Neuroradiology,"1,298",3.649,0.00261
83,Journal of Neurologic Physical Therapy,"1,491",3.649,0.00151
85,JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,"15,063",3.612,0.01592
86,JOURNAL OF NEUROSURGERY-SPINE,"10,175",3.602,0.0117
87,Current Treatment Options in Neurology,"1,809",3.598,0.00279
87,NEUROGASTROENTEROLOGY AND MOTILITY,"10,724",3.598,0.01318
89,JOURNAL OF NEURAL TRANSMISSION,"8,972",3.575,0.0073
90,CLINICAL NEUROPSYCHOLOGIST,"5,144",3.535,0.00322
91,Current Alzheimer Research,"5,357",3.498,0.00538
92,Current Pain and Headache Reports,"3,117",3.494,0.00355
92,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,"2,264",3.494,0.00198
94,Neurospine,498,3.492,0.00092
94,SLEEP MEDICINE,"14,810",3.492,0.01619
96,Neurology-Genetics,"1,218",3.485,0.00391
97,SPINE,"53,384",3.468,0.02477
98,JOURNAL OF NEURORADIOLOGY,"1,475",3.447,0.00192
99,CLINICAL JOURNAL OF PAIN,"8,589",3.442,0.00751
100,SEMINARS IN NEUROLOGY,"2,594",3.42,0.00342
101,PEDIATRIC NEUROLOGY,"7,192",3.372,0.0077
102,BEHAVIOURAL NEUROLOGY,"2,030",3.342,0.00239
103,NEUROLOGICAL SCIENCES,"8,857",3.307,0.00924
104,Brain Tumor Pathology,866,3.298,0.00102
105,NEUROEPIDEMIOLOGY,"4,484",3.282,0.00426
106,MUSCLE & NERVE,"15,760",3.217,0.01252
107,Neurocritical Care,"5,603",3.21,0.00642
108,ACTA NEUROLOGICA SCANDINAVICA,"8,457",3.209,0.00623
109,SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,"8,044",3.184,0.01095
110,Pain Practice,"3,187",3.183,0.00375
111,JOURNAL OF THE NEUROLOGICAL SCIENCES,"22,390",3.181,0.0185
112,EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,"3,856",3.14,0.00524
113,EUROPEAN SPINE JOURNAL,"20,361",3.134,0.01887
114,Journal of Pain Research,"5,058",3.133,0.01027
115,NEUROLOGIA,"1,877",3.109,0.00214
116,Journal of Clinical Neurology,"2,091",3.077,0.0034
117,EPILEPSY RESEARCH,"8,587",3.045,0.00773
118,JOURNAL OF NEURO-OPHTHALMOLOGY,"2,206",3.042,0.00266
118,NEUROSURGICAL REVIEW,"3,616",3.042,0.00365
120,Pain Research & Management,"2,523",3.037,0.00283
121,BRAIN TOPOGRAPHY,"3,130",3.02,0.00375
122,Korean Journal of Pain,792,3.016,0.00097
123,Neurodegenerative Diseases,"1,798",2.977,0.0014
124,Behavioral Sleep Medicine,"2,032",2.964,0.00261
125,DEMENTIA AND GERIATRIC COGNITIVE DISORDERS,"5,326",2.959,0.00302
126,EPILEPSY & BEHAVIOR,"14,990",2.937,0.01683
127,Global Spine Journal,"2,389",2.915,0.00553
128,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,"8,866",2.892,0.00562
129,Sleep and Breathing,"4,728",2.816,0.00587
130,NEURORADIOLOGY,"6,702",2.804,0.0059
131,APHASIOLOGY,"4,157",2.773,0.00192
132,SPINAL CORD,"7,541",2.772,0.00504
133,CEREBROVASCULAR DISEASES,"6,560",2.762,0.0048
134,JOURNAL OF HEAD TRAUMA REHABILITATION,"5,426",2.71,0.00452
135,Parkinsons Disease,"2,059",2.704,0.00269
136,ALZHEIMER DISEASE & ASSOCIATED DISORDERS,"4,055",2.703,0.00284
136,Operative Neurosurgery,"2,150",2.703,0.00393
138,Journal of Movement Disorders,556,2.683,0.00108
139,JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,"2,184",2.68,0.00145
140,NEUROGENETICS,"1,390",2.66,0.00141
141,REVUE NEUROLOGIQUE,"2,625",2.607,0.00284
142,Neuropsychiatric Disease and Treatment,"8,303",2.57,0.01363
143,NEUROSURGERY CLINICS OF NORTH AMERICA,"2,414",2.509,0.0025
144,CHILD NEUROPSYCHOLOGY,"3,061",2.5,0.00278
145,JOURNAL OF NEUROIMAGING,"2,870",2.486,0.00394
146,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,"6,727",2.475,0.0031
147,BMC Neurology,"8,249",2.474,0.01068
148,NEUROLOGICAL RESEARCH,"5,066",2.448,0.00387
149,ACTA NEUROLOGICA BELGICA,"1,689",2.396,0.00209
150,PSYCHIATRY RESEARCH-NEUROIMAGING,"6,308",2.376,0.00599
151,Journal of Neurosurgery-Pediatrics,"5,911",2.375,0.00752
152,OTOLOGY & NEUROTOLOGY,"11,313",2.311,0.01216
153,Developmental Neurorehabilitation,"1,541",2.308,0.00176
154,Journal of Neurosurgical Sciences,"1,160",2.279,0.00146
155,JOURNAL OF NERVOUS AND MENTAL DISEASE,"10,037",2.254,0.00551
156,Applied Neuropsychology-Adult,996,2.248,0.00175
157,ACTA NEUROCHIRURGICA,"11,865",2.216,0.00869
158,JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,"4,177",2.198,0.00224
159,JOURNAL OF CLINICAL NEUROPHYSIOLOGY,"4,038",2.177,0.00337
160,NEUROREHABILITATION,"3,753",2.138,0.00349
161,CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,"3,577",2.104,0.0032
161,World Neurosurgery,"23,506",2.104,0.04375
163,American Journal of Alzheimers Disease and Other Dementias,"2,838",2.035,0.00261
164,CURRENT NEUROVASCULAR RESEARCH,"1,370",1.99,0.00106
165,JOURNAL OF CHILD NEUROLOGY,"7,353",1.987,0.00596
166,JOURNAL OF SPINAL CORD MEDICINE,"3,426",1.985,0.00289
167,BRAIN & DEVELOPMENT,"4,969",1.961,0.0038
167,JOURNAL OF CLINICAL NEUROSCIENCE,"11,503",1.961,0.01387
169,NEUROPEDIATRICS,"2,286",1.947,0.00216
170,NEUROPATHOLOGY,"2,222",1.906,0.0022
171,CLINICAL NEUROLOGY AND NEUROSURGERY,"7,916",1.876,0.00829
171,Clinical Spine Surgery,"1,725",1.876,0.00469
173,CLINICAL EEG AND NEUROSCIENCE,"1,341",1.843,0.00137
174,Journal of Neurological Surgery Part B-Skull Base,"1,330",1.826,0.00242
175,EPILEPTIC DISORDERS,"1,968",1.819,0.00238
176,NEUROLOGIA MEDICO-CHIRURGICA,"3,545",1.742,0.00253
177,Journal of Korean Neurosurgical Society,"2,692",1.729,0.00252
178,Brain Impairment,513,1.727,0.00052
179,EUROPEAN NEUROLOGY,"3,870",1.71,0.00227
180,HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,"2,481",1.672,0.00157
181,Seminars in Pediatric Neurology,"1,375",1.636,0.00137
182,Neurologia i Neurochirurgia Polska,"1,160",1.621,0.0012
183,INTERVENTIONAL NEURORADIOLOGY,"1,851",1.61,0.00247
184,Cognitive and Behavioral Neurology,923,1.6,0.00054
185,BRITISH JOURNAL OF NEUROSURGERY,"3,840",1.596,0.00329
186,CLINICAL NEUROPHARMACOLOGY,"2,450",1.592,0.00118
187,NEUROCHIRURGIE,"1,151",1.553,0.00118
188,Applied Neuropsychology-Child,475,1.493,0.00087
189,CHILDS NERVOUS SYSTEM,"7,901",1.475,0.00605
190,NEUROLOGIST,"1,071",1.398,0.00077
191,Annals of Indian Academy of Neurology,"1,610",1.383,0.00189
192,CLINICAL NEUROPATHOLOGY,982,1.368,0.00068
193,Noropsikiyatri Arsivi-Archives of Neuropsychiatry,807,1.339,0.00106
194,Journal of Neurological Surgery Part A-Central European Neurosurgery,788,1.268,0.00131
195,JOURNAL OF NEUROSCIENCE NURSING,"1,127",1.23,0.00079
196,NERVENARZT,"2,034",1.214,0.00136
197,Sleep and Biological Rhythms,904,1.186,0.00079
198,PEDIATRIC NEUROSURGERY,"2,512",1.162,0.00091
199,SCHMERZ,935,1.107,0.00081
200,Turkish Neurosurgery,"1,673",1.003,0.00181
201,Neurosciences,697,0.906,0.00091
202,NEUROCASE,"1,305",0.881,0.00097
203,REVISTA DE NEUROLOGIA,"2,035",0.87,0.00122
204,FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,673,0.752,0.00046
205,Zeitschrift fur Neuropsychologie,120,0.575,0.00009
206,Ideggyogyaszati Szemle-Clinical Neuroscience,215,0.427,0.00017
207,KLINISCHE NEUROPHYSIOLOGIE,54,0.27,0.00002
208,Neurology Asia,265,0.183,0.00021
Copyright © 2021 Clarivate,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,
