Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
36	EMBO JOURNAL	"64724"	9.889	0.05969
37	Autophagy	"18015"	9.77	0.03066
38	CURRENT OPINION IN CHEMICAL BIOLOGY	"10968"	9.689	0.01777
39	PLANT CELL	"54927"	9.618	0.04864
40	CURRENT BIOLOGY	"63256"	9.601	0.13317
41	MOLECULAR ASPECTS OF MEDICINE	"6207"	9.577	0.00575
42	GENES & DEVELOPMENT	"55192"	9.527	0.06307
43	Molecular Systems Biology	"8914"	8.991	0.01739
44	JOURNAL OF CELL BIOLOGY	"66929"	8.811	0.06659
45	Cell Systems	"3822"	8.673	0.02929
46	MATRIX BIOLOGY	"6878"	8.572	0.01192
47	BIOSCIENCE	"19069"	8.282	0.01425
48	CURRENT OPINION IN CELL BIOLOGY	"13508"	8.24	0.02375
49	Cell Reports	"51089"	8.109	0.25514
50	ONCOGENE	"66303"	7.971	0.06832
51	Cell Chemical Biology	"3326"	7.739	0.01577
52	Cold Spring Harbor Perspectives in Biology	"17370"	7.64	0.03482
53	CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY	"3675"	7.634	0.00638
54	EMBO REPORTS	"14976"	7.497	0.03029
55	BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER	"5650"	7.365	0.0078
56	AGING CELL	"10093"	7.238	0.01842
57	eLife	"46775"	7.08	0.28713
58	PLOS BIOLOGY	"31650"	7.076	0.0603
59	Essays in Biochemistry	"2383"	6.966	0.00506
60	Wiley Interdisciplinary Reviews-RNA	"2882"	6.913	0.00846
61	CURRENT OPINION IN STRUCTURAL BIOLOGY	"11035"	6.908	0.02189
62	BMC BIOLOGY	"6440"	6.765	0.01883
63	SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY	"11081"	6.691	0.02551
64	CELLULAR AND MOLECULAR LIFE SCIENCES	"26128"	6.496	0.03701
65	Science Signaling	"12736"	6.467	0.02659
66	ANTIOXIDANTS & REDOX SIGNALING	"21119"	6.323	0.02466
67	Cell Death & Disease	"26233"	6.304	0.05966
68	Molecular Ecology Resources	"10868"	6.286	0.01963
69	CELL BIOLOGY AND TOXICOLOGY	"1941"	6.284	0.00166
70	Cell Discovery	"1159"	6.255	0.00556
71	FREE RADICAL BIOLOGY AND MEDICINE	"42665"	6.17	0.03696
72	BIOMACROMOLECULES	"38863"	6.092	0.03132
73	Stem Cell Reports	"7834"	6.032	0.0338
74	STEM CELLS	"20554"	6.022	0.02411
75	Computational and Structural Biotechnology Journal	"1954"	6.018	0.00498
76	CYTOKINE & GROWTH FACTOR REVIEWS	"5935"	5.982	0.00738
77	Advances in Carbohydrate Chemistry and Biochemistry	634	5.8	0.00034
78	JOURNAL OF BIOMEDICAL SCIENCE	"4499"	5.762	0.00638
79	CELL PROLIFERATION	"3583"	5.753	0.00429
80	Tissue Engineering Part B-Reviews	"3603"	5.724	0.00419
81	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	"46796"	5.68	0.06384
82	JOURNAL OF CELLULAR PHYSIOLOGY	"26456"	5.546	0.02429
83	CURRENT OPINION IN GENETICS & DEVELOPMENT	"7707"	5.512	0.01617
84	EXPERIMENTAL AND MOLECULAR MEDICINE	"5536"	5.418	0.0103
85	AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY	"12243"	5.373	0.01604
86	RNA Biology	"6589"	5.35	0.01582
87	Stem Cell Reviews and Reports	"2737"	5.316	0.0041
88	CELLULAR ONCOLOGY	"1719"	5.304	0.00222
89	Acta Crystallographica Section D-Structural Biology	"21750"	5.266	0.01822
90	Frontiers in Cell and Developmental Biology	"3161"	5.201	0.0114
91	MOLECULAR ECOLOGY	"38951"	5.163	0.0508
92	INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES	"47121"	5.162	0.05724
93	BIOCHEMICAL SOCIETY TRANSACTIONS	"12651"	5.16	0.01614
94	Stem Cell Research & Therapy	"8268"	5.116	0.01717
95	HUMAN MOLECULAR GENETICS	"39652"	5.1	0.06417
96	Oxidative Medicine and Cellular Longevity	"16384"	5.076	0.02941
97	Journal of Genetics and Genomics	"2271"	5.065	0.00431
98	Cancer & Metabolism	922	5.033	0.00277
99	Cell and Bioscience	"1898"	5.026	0.00421
100	Antioxidants	"2568"	5.014	0.00417
101	FASEB JOURNAL	"43126"	4.966	0.04373
102	International Review of Cell and Molecular Biology	"2167"	4.934	0.00435
103	Open Biology	"2886"	4.931	0.00959
104	Journal of Integrative Plant Biology	"5005"	4.885	0.00683
105	Advances in Microbial Physiology	"1227"	4.875	0.00096
105	Nucleic Acid Therapeutics	"1030"	4.875	0.00361
107	CELL CALCIUM	"5299"	4.874	0.00711
108	JOURNAL OF NUTRITIONAL BIOCHEMISTRY	"11460"	4.873	0.01115
109	STRUCTURE	"15145"	4.862	0.02694
110	International Journal of Biological Sciences	"6262"	4.858	0.00971
111	Aging-US	"6778"	4.831	0.01448
111	BIOORGANIC CHEMISTRY	"5712"	4.831	0.00673
113	Genes & Diseases	"1081"	4.803	0.00331
114	JOURNAL OF MOLECULAR BIOLOGY	"56952"	4.76	0.04033
115	BIOFACTORS	"3769"	4.734	0.00293
116	BIOELECTROCHEMISTRY	"4944"	4.722	0.00495
117	Reviews of Physiology Biochemistry and Pharmacology	805	4.7	0.00067
118	JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY	"5415"	4.673	0.00542
119	Disease Models & Mechanisms	"5926"	4.651	0.01337
120	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	"55054"	4.637	0.07582
121	MOLECULAR CANCER RESEARCH	"8738"	4.63	0.01365
122	BIOESSAYS	"10189"	4.627	0.01656
123	Science China-Life Sciences	"3248"	4.611	0.00665
124	JOURNAL OF CELL SCIENCE	"43204"	4.573	0.04598
125	Current Opinion in Insect Science	"2247"	4.565	0.0089
126	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES	"77286"	4.556	0.14376
127	APOPTOSIS	"6539"	4.543	0.00588
128	BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS	"10266"	4.519	0.01635
129	Stem Cell Research	"3586"	4.489	0.00726
130	ACS Chemical Neuroscience	"6881"	4.486	0.0153
130	JOURNAL OF CELLULAR AND MOLECULAR MEDICINE	"14713"	4.486	0.01892
132	JOURNAL OF LIPID RESEARCH	"24223"	4.483	0.02242
133	ACS Chemical Biology	"12884"	4.434	0.03549
134	FEBS Journal	"18845"	4.392	0.02525
135	QUARTERLY REVIEW OF BIOLOGY	"4227"	4.389	0.00113
136	Geobiology	"2390"	4.385	0.00445
137	JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY	"12794"	4.383	0.01364
138	Cells	"4034"	4.366	0.00666
139	BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE	"15965"	4.352	0.0242
140	Cell Communication and Signaling	"2797"	4.344	0.00495
141	AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS	"1486"	4.323	0.00292
142	RNA	"13160"	4.32	0.0224
143	MECHANISMS OF AGEING AND DEVELOPMENT	"5836"	4.304	0.00495
144	CURRENT OPINION IN LIPIDOLOGY	"4151"	4.254	0.00545
145	Epigenetics	"5512"	4.251	0.00977
146	JOURNAL OF BIOLOGICAL CHEMISTRY	"349091"	4.238	0.20077
147	JOURNAL OF CELLULAR BIOCHEMISTRY	"22080"	4.237	0.01978
148	CYTOTHERAPY	"6557"	4.218	0.0081
149	Frontiers in Molecular Biosciences	"1590"	4.188	0.00618
150	CURRENT MEDICINAL CHEMISTRY	"17243"	4.184	0.01296
151	Food & Function	"12239"	4.171	0.02097
152	Communications Biology	"1326"	4.165	0.00426
153	JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY	"14031"	4.133	0.01796
154	GENE THERAPY	"6795"	4.128	0.00552
155	ADDICTION BIOLOGY	"4329"	4.121	0.00828
156	Cell Death Discovery	"1456"	4.114	0.00413
157	BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH	"17307"	4.105	0.02308
158	BIOCHEMICAL JOURNAL	"45579"	4.097	0.0257
158	Metabolites	"1886"	4.097	0.00371
160	MOLECULAR MEDICINE	"4955"	4.096	0.0046
161	ASTROBIOLOGY	"4070"	4.091	0.00618
162	Biomolecules	"3498"	4.082	0.00939
163	MOLECULES AND CELLS	"5064"	4.081	0.00734
164	CELLULAR IMMUNOLOGY	"5213"	4.078	0.00721
165	Progress in Molecular Biology and Translational Science	"2888"	4.074	0.0059
166	JOURNAL OF NEUROCHEMISTRY	"34378"	4.066	0.02184
167	PLANT AND CELL PHYSIOLOGY	"17763"	4.062	0.01864
168	GLYCOBIOLOGY	"7465"	4.06	0.00801
169	CELL AND TISSUE RESEARCH	"12602"	4.044	0.01328
170	TRAFFIC	"6360"	4.038	0.00841
171	BIOCONJUGATE CHEMISTRY	"15877"	4.031	0.02031
172	Journal of Molecular Cell Biology	"2304"	4	0.00428
173	MITOCHONDRION	"3860"	3.992	0.00516
174	CELLULAR SIGNALLING	"11984"	3.968	0.01455
175	BIOLOGY OF THE CELL	"2270"	3.922	0.00189
176	NEUROCHEMISTRY INTERNATIONAL	"8928"	3.881	0.00801
177	PROTEIN SCIENCE	"13592"	3.876	0.01761
178	EXPERT REVIEWS IN MOLECULAR MEDICINE	"1827"	3.875	0.00118
179	MOLECULAR AND CELLULAR ENDOCRINOLOGY	"16076"	3.871	0.01928
180	INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY	"8162"	3.827	0.00767
181	MOLECULAR CARCINOGENESIS	"5947"	3.825	0.00813
182	JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY	"10957"	3.813	0.0129
183	METHODS	"23124"	3.812	0.02521
184	Biology-Basel	"1424"	3.796	0.00335
184	Metallomics	"5237"	3.796	0.00912
186	MOLECULAR BIOLOGY OF THE CELL	"29744"	3.791	0.03671
187	Journal of Cell Communication and Signaling	"1212"	3.788	0.0021
188	MEDIATORS OF INFLAMMATION	"12096"	3.758	0.02246
189	JOURNAL OF LEUKOCYTE BIOLOGY	"16995"	3.757	0.01701
190	Skeletal Muscle	"1205"	3.754	0.00363
191	IMMUNOLOGY AND CELL BIOLOGY	"5057"	3.745	0.00777
192	Current Topics in Membranes	768	3.744	0.00217
193	CHEMICO-BIOLOGICAL INTERACTIONS	"12153"	3.723	0.01171
194	CELL CYCLE	"17356"	3.699	0.01956
195	Biomedical Journal	991	3.697	0.00241
196	MOLECULAR PLANT-MICROBE INTERACTIONS	"11599"	3.696	0.0083
197	Cell Adhesion & Migration	"2521"	3.694	0.00412
198	Pigment Cell & Melanoma Research	"4674"	3.683	0.0059
199	INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY	"16037"	3.673	0.01346
200	Cell Division	608	3.667	0.00082
201	EUROPEAN JOURNAL OF HUMAN GENETICS	"10250"	3.657	0.0205
202	MOLECULAR IMMUNOLOGY	"11488"	3.641	0.01384
203	HISTOPATHOLOGY	"9864"	3.626	0.01193
204	MOLECULAR AND CELLULAR BIOLOGY	"52658"	3.611	0.02336
205	CELLULAR AND MOLECULAR NEUROBIOLOGY	"4732"	3.606	0.00619
205	JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY	"2430"	3.606	0.00246
207	PLANT SCIENCE	"16280"	3.591	0.01426
208	YALE JOURNAL OF BIOLOGY AND MEDICINE	"2230"	3.549	0.00317
209	Interface Focus	"2218"	3.514	0.00506
210	Biochimica et Biophysica Acta-Gene Regulatory Mechanisms	"7544"	3.51	0.01219
211	MOLECULAR PHYLOGENETICS AND EVOLUTION	"19367"	3.496	0.02461
211	Tissue Engineering Part A	"9005"	3.496	0.00998
213	AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY	"15502"	3.485	0.01045
214	Expert Opinion on Drug Metabolism & Toxicology	"3991"	3.47	0.0059
215	BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS	"13089"	3.465	0.01471
216	Human Cell	606	3.463	0.00087
217	CELLULAR & MOLECULAR BIOLOGY LETTERS	"1510"	3.451	0.00159
218	CHROMOSOMA	"3259"	3.442	0.00422
219	COMPUTERS IN BIOLOGY AND MEDICINE	"6737"	3.434	0.01066
220	CELLULAR MICROBIOLOGY	"9238"	3.43	0.01082
221	BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS	"15011"	3.422	0.01973
222	HISTOCHEMISTRY AND CELL BIOLOGY	"4521"	3.418	0.0049
222	MOLECULAR MICROBIOLOGY	"34588"	3.418	0.02415
224	MACROMOLECULAR BIOSCIENCE	"7056"	3.416	0.00602
225	BIOCHIMIE	"11006"	3.413	0.01241
225	CHROMOSOME RESEARCH	"2237"	3.413	0.00216
227	BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES	"18219"	3.411	0.02032
228	ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS	"21796"	3.391	0.01344
229	EXPERIMENTAL CELL RESEARCH	"20071"	3.383	0.01836
230	PLATELETS	"3276"	3.378	0.00558
231	Molecular BioSystems	"7412"	3.336	0.01188
232	NITRIC OXIDE-BIOLOGY AND CHEMISTRY	"4226"	3.311	0.00476
233	PLANT MOLECULAR BIOLOGY	"15159"	3.302	0.00871
234	Current Molecular Pharmacology	767	3.283	0.00098
235	BIOINORGANIC CHEMISTRY AND APPLICATIONS	947	3.273	0.00084
236	BIOLOGICAL CHEMISTRY	"6185"	3.27	0.00689
237	MOLECULES	"53982"	3.267	0.0753
238	JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY	"9581"	3.255	0.01152
239	PROTEOMICS	"14205"	3.254	0.01763
240	JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY	"4151"	3.246	0.00482
241	JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY	"4182"	3.245	0.00577
242	IUBMB LIFE	"5876"	3.244	0.0052
243	World Journal of Stem Cells	"1400"	3.231	0.00325
244	INFLAMMATION	"5300"	3.212	0.0089
244	JOURNAL OF INORGANIC BIOCHEMISTRY	"11612"	3.212	0.00805
246	DNA AND CELL BIOLOGY	"3602"	3.191	0.0041
247	INFLAMMATION RESEARCH	"4185"	3.174	0.00441
248	Neural Regeneration Research	"4834"	3.171	0.0095
249	BMB Reports	"2771"	3.167	0.0048
250	YEAST	"4533"	3.143	0.00272
251	CYTOMETRY PART A	"4580"	3.124	0.00646
252	JOURNAL OF BIOLOGICAL RHYTHMS	"3258"	3.122	0.00322
253	BIOLOGICAL RESEARCH	"1736"	3.092	0.00221
254	Journal of Tissue Engineering and Regenerative Medicine	"5194"	3.078	0.00924
255	BIOORGANIC & MEDICINAL CHEMISTRY	"30067"	3.073	0.0245
256	JOURNAL OF STRUCTURAL BIOLOGY	"10073"	3.071	0.02532
257	BMC CELL BIOLOGY	"1991"	3.066	0.00151
258	AMINO ACIDS	"9918"	3.063	0.0089
259	FEBS LETTERS	"48353"	3.057	0.03035
260	PHYTOCHEMISTRY	"31929"	3.044	0.01038
261	NEUROCHEMICAL RESEARCH	"9819"	3.038	0.0113
262	EUROPEAN JOURNAL OF CELL BIOLOGY	"3907"	3.025	0.00331
263	Advances in Protein Chemistry and Structural Biology	733	3.014	0.00129
263	JOURNAL OF EXPERIMENTAL BIOLOGY	"34195"	3.014	0.03218
265	Comparative Biochemistry and Physiology D-Genomics & Proteomics	"1181"	3.011	0.0016
266	Life-Basel	"1260"	2.991	0.00415
267	BIOCHEMICAL AND BIOPHYSICAL RESEARCH COMMUNICATIONS	"85844"	2.985	0.07509
268	CURRENT DRUG METABOLISM	"3749"	2.96	0.00308
269	HLA	834	2.955	0.00118
270	CYTOKINE	"10665"	2.952	0.01416
270	JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY	"1854"	2.952	0.00234
270	PROCESS BIOCHEMISTRY	"17861"	2.952	0.01034
273	BIOSCIENCE REPORTS	"5711"	2.942	0.00959
274	PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS	"3909"	2.932	0.00354
275	Lipids in Health and Disease	"5918"	2.906	0.00883
276	CELL STRESS & CHAPERONES	"3368"	2.892	0.004
276	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY	"6711"	2.892	0.00319
278	ANALYTICAL BIOCHEMISTRY	"37978"	2.877	0.0123
279	Biology Letters	"10299"	2.869	0.01732
280	BIOCHEMISTRY	"70613"	2.865	0.04622
281	PEPTIDES	"10405"	2.843	0.007
282	FREE RADICAL RESEARCH	"7281"	2.839	0.00474
283	EXCLI Journal	"1622"	2.837	0.00284
284	ACTA BIOCHIMICA ET BIOPHYSICA SINICA	"3743"	2.836	0.00484
285	PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES	"6997"	2.831	0.0059
286	PROTEINS-STRUCTURE FUNCTION AND BIOINFORMATICS	"15177"	2.828	0.01109
287	MOLECULAR REPRODUCTION AND DEVELOPMENT	"5496"	2.823	0.00481
288	BIOCELL	346	2.821	0.00016
289	MedChemComm	"4365"	2.807	0.00766
290	SAUDI JOURNAL OF BIOLOGICAL SCIENCES	"3994"	2.802	0.0058
291	MOLECULAR GENETICS AND GENOMICS	"4740"	2.797	0.00623
292	CONNECTIVE TISSUE RESEARCH	"2364"	2.795	0.00248
292	MOLECULAR AND CELLULAR BIOCHEMISTRY	"12225"	2.795	0.01042
294	Nucleus	"1432"	2.792	0.00435
295	REDOX REPORT	"1666"	2.753	0.00128
296	PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY	"5930"	2.751	0.00566
296	PROTOPLASMA	"5012"	2.751	0.00526
298	PHYSIOLOGICAL GENOMICS	"4535"	2.749	0.00452
299	Frontiers in Bioscience-Landmark	"8356"	2.747	0.00435
300	PHOTOCHEMISTRY AND PHOTOBIOLOGY	"10220"	2.721	0.00488
301	AEROBIOLOGIA	"1565"	2.708	0.00125
302	CURRENT ISSUES IN MOLECULAR BIOLOGY	735	2.695	0.00086
303	JOURNAL OF MOLECULAR NEUROSCIENCE	"5770"	2.678	0.00715
304	RADIATION RESEARCH	"8707"	2.657	0.00534
305	BIOLOGICAL TRACE ELEMENT RESEARCH	"9470"	2.639	0.00766
306	JOURNAL OF BIOMOLECULAR NMR	"4793"	2.634	0.00436
307	CELL BIOCHEMISTRY AND FUNCTION	"2430"	2.632	0.00211
308	CURRENT GENOMICS	"2190"	2.63	0.00207
309	Life Science Alliance	310	2.622	0.00105
310	Current Stem Cell Research & Therapy	"1335"	2.614	0.00159
311	Tissue Engineering Part C-Methods	"3145"	2.608	0.00412
312	CHEMBIOCHEM	"11492"	2.576	0.01682
313	CELL BIOLOGY INTERNATIONAL	"4422"	2.571	0.00468
314	Vitamins and Hormones	"1853"	2.557	0.00181
315	Chemical Biology & Drug Design	"4549"	2.548	0.00524
316	JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN	"4602"	2.546	0.0041
317	INSECT MOLECULAR BIOLOGY	"3392"	2.533	0.00293
318	JOURNAL OF MOLECULAR HISTOLOGY	"1273"	2.531	0.00146
319	JOURNAL OF BIOENERGETICS AND BIOMEMBRANES	"2561"	2.524	0.0017
320	CURRENT PROTEIN & PEPTIDE SCIENCE	"2795"	2.52	0.00303
321	MOLECULAR MEMBRANE BIOLOGY	993	2.5	0.00049
322	CHRONOBIOLOGY INTERNATIONAL	"5708"	2.486	0.0066
323	BIOMETALS	"4360"	2.479	0.00302
324	JOURNAL OF BIOCHEMISTRY	"7477"	2.476	0.00443
325	WOUND REPAIR AND REGENERATION	"5833"	2.471	0.00503
326	EXTREMOPHILES	"3164"	2.462	0.00289
327	Biochemistry and Cell Biology	"2773"	2.46	0.00263
328	JOURNAL OF LIPOSOME RESEARCH	"1183"	2.455	0.00079
329	Life Sciences in Space Research	456	2.453	0.00135
330	Advances in Experimental Medicine and Biology	"21809"	2.45	0.03583
331	CELL STRUCTURE AND FUNCTION	"1044"	2.429	0.00071
332	International Journal of Genomics	947	2.414	0.00247
333	DIFFERENTIATION	"2657"	2.392	0.0017
334	BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS	"7900"	2.371	0.0086
335	INTERNATIONAL JOURNAL OF RADIATION BIOLOGY	"4991"	2.368	0.00346
336	JOURNAL OF THERMAL BIOLOGY	"4157"	2.361	0.00517
337	JOURNAL OF CHEMICAL NEUROANATOMY	"2375"	2.353	0.00225
338	JOURNAL OF THEORETICAL BIOLOGY	"21184"	2.327	0.01679
339	Organogenesis	"1045"	2.321	0.00116
340	Channels	"1246"	2.311	0.00229
341	Innate Immunity	"1438"	2.298	0.00252
342	Integrative Biology	"3062"	2.291	0.00601
343	MAMMALIAN GENOME	"2693"	2.287	0.00349
344	CRYOBIOLOGY	"4661"	2.283	0.00385
344	PROSTAGLANDINS & OTHER LIPID MEDIATORS	"2284"	2.283	0.00201
346	BIOELECTROMAGNETICS	"2549"	2.278	0.00153
347	APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY	"12436"	2.277	0.01082
348	Molecular Omics	99	2.273	0.00027
349	FISH PHYSIOLOGY AND BIOCHEMISTRY	"4825"	2.242	0.00413
350	FEBS Open Bio	"1868"	2.231	0.00477
351	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY	"6864"	2.219	0.00273
352	JOURNAL OF MOLECULAR RECOGNITION	"2206"	2.214	0.00168
353	MOLECULAR VISION	"6016"	2.202	0.00423
354	GLYCOCONJUGATE JOURNAL	"2573"	2.197	0.00263
355	Biology Direct	"1871"	2.193	0.00256
356	JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY	"6611"	2.187	0.00332
357	PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY	"3744"	2.175	0.00416
358	EUROPEAN JOURNAL OF HISTOCHEMISTRY	"1095"	2.172	0.00128
359	Journal of Biological Research-Thessaloniki	354	2.121	0.00065
360	JOURNAL OF CHEMICAL ECOLOGY	"10156"	2.117	0.00549
360	MICROSCOPY RESEARCH AND TECHNIQUE	"5133"	2.117	0.00283
362	ACTA HISTOCHEMICA	"2324"	2.107	0.00286
363	CURRENT PHARMACEUTICAL BIOTECHNOLOGY	"3463"	2.097	0.00282
364	CHEMISTRY AND PHYSICS OF LIPIDS	"4475"	2.094	0.00461
365	Journal of Zhejiang University-SCIENCE B	"3007"	2.082	0.00248
366	JOURNAL OF MOLECULAR GRAPHICS & MODELLING	"7834"	2.079	0.004
367	CHEMICAL SPECIATION AND BIOAVAILABILITY	716	2.077	0.00052
368	CELL BIOCHEMISTRY AND BIOPHYSICS	"3673"	2.073	0.00449
369	CELLS TISSUES ORGANS	"2166"	2.064	0.00154
370	Analytical Cellular Pathology	509	2.052	0.00061
371	CHEMOECOLOGY	"1031"	2.05	0.0009
372	CHEMISTRY & BIODIVERSITY	"4682"	2.039	0.00391
373	JOURNAL OF INTERFERON AND CYTOKINE RESEARCH	"3336"	2.032	0.00328
374	Biology Open	"2992"	2.029	0.00965
375	BIOCHEMICAL GENETICS	"1232"	2.027	0.0009
376	International Journal of Astrobiology	749	2.026	0.00141
377	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	"5524"	2.023	0.00417
378	MOLECULAR BIOTECHNOLOGY	"2789"	2.022	0.00204
379	HISTOLOGY AND HISTOPATHOLOGY	"4113"	2.021	0.00332
380	PHYSICAL BIOLOGY	"1898"	2	0.00331
381	BIOPHYSICAL CHEMISTRY	"4376"	1.995	0.00256
382	PATHOBIOLOGY	"1074"	1.985	0.00116
383	Cell Journal	979	1.983	0.00188
384	BIOCHEMISTRY-MOSCOW	"4286"	1.978	0.00462
385	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY	"10391"	1.966	0.00519
386	Prion	"1020"	1.952	0.00166
387	MOLECULAR AND CELLULAR PROBES	"1826"	1.951	0.002
388	JOURNAL OF RADIATION RESEARCH	"2892"	1.95	0.00396
389	STEROIDS	"5890"	1.948	0.00502
390	International Journal of Stem Cells	493	1.94	0.00072
391	JOURNAL OF MATHEMATICAL BIOLOGY	"5107"	1.939	0.00598
392	LIPIDS	"6606"	1.919	0.00338
393	EUROPEAN CYTOKINE NETWORK	"1113"	1.912	0.00039
394	Biopreservation and Biobanking	"1101"	1.906	0.00251
395	COMPTES RENDUS BIOLOGIES	"2442"	1.904	0.00184
396	JOURNAL OF MEMBRANE BIOLOGY	"3765"	1.877	0.0024
396	JOURNAL OF PEPTIDE SCIENCE	"2386"	1.877	0.00284
398	GENETICS AND MOLECULAR BIOLOGY	"2552"	1.876	0.00266
399	Peptide Science	168	1.865	0.00032
400	BIOCATALYSIS AND BIOTRANSFORMATION	"1010"	1.863	0.0006
401	TRANSGENIC RESEARCH	"2657"	1.856	0.0021
402	BIOPOLYMERS	"9185"	1.854	0.00384
403	COMPUTATIONAL BIOLOGY AND CHEMISTRY	"1929"	1.85	0.00291
404	CARBOHYDRATE RESEARCH	"14953"	1.841	0.00523
405	TISSUE & CELL	"2133"	1.837	0.0016
406	JOURNAL OF MOLECULAR EVOLUTION	"7986"	1.821	0.0021
407	ELECTROMAGNETIC BIOLOGY AND MEDICINE	683	1.82	0.00067
