Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
414	Cellular and Molecular Bioengineering	893	2.477	0.002380
415	JOURNAL OF BIOLOGICAL RHYTHMS	"3069"	2.473	0.003570
416	Neural Regeneration Research	"3648"	2.472	0.008930
417	EVOLUTIONARY ECOLOGY	"3607"	2.465	0.003220
418	BIOMETALS	"4187"	2.455	0.003140
419	Molecular Genetics & Genomic Medicine	799	2.448	0.003480
420	JOURNAL OF CHEMICAL ECOLOGY	"10408"	2.447	0.006950
421	Journal of Genetic Counseling	"2378"	2.446	0.005110
422	INSECT MOLECULAR BIOLOGY	"3397"	2.437	0.002940
423	PRENATAL DIAGNOSIS	"5754"	2.434	0.011300
424	BIOLOGICAL TRACE ELEMENT RESEARCH	"8489"	2.431	0.008070
425	Advances in Carbohydrate Chemistry and Biochemistry	604	2.429	0.000250
426	EUROPEAN JOURNAL OF HISTOCHEMISTRY	"1083"	2.425	0.001410
427	PROTEIN SCIENCE	"13425"	2.420	0.014370
428	PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES	"6422"	2.408	0.006460
429	YEAST	"4355"	2.395	0.002540
430	MedChemComm	"3599"	2.394	0.007650
431	STATISTICAL METHODS IN MEDICAL RESEARCH	"4156"	2.388	0.012230
432	Molecular Informatics	"1223"	2.375	0.002420
433	JOURNAL OF HISTOCHEMISTRY & CYTOCHEMISTRY	"6933"	2.370	0.003470
434	Journal of Biological Research-Thessaloniki	330	2.364	0.000600
435	JOURNAL OF CHEMICAL NEUROANATOMY	"2315"	2.357	0.002280
436	PeerJ	"11911"	2.353	0.045900
437	Advances in Anatomy Embryology and Cell Biology	537	2.345	0.001030
438	MAMMALIAN GENOME	"2715"	2.343	0.003410
439	PHOTOCHEMISTRY AND PHOTOBIOLOGY	"9930"	2.338	0.005740
440	Human Cell	503	2.333	0.000680
441	CELL BIOCHEMISTRY AND BIOPHYSICS	"3650"	2.323	0.005930
441	Frontiers in Computational Neuroscience	"2458"	2.323	0.008650
443	JOURNAL OF BIOMOLECULAR NMR	"4868"	2.319	0.005920
444	BEHAVIOR GENETICS	"3084"	2.313	0.003990
445	International Journal of Genomics	740	2.303	0.002170
446	BioData Mining	544	2.301	0.001410
446	Biomedical Journal	725	2.301	0.001950
448	Channels	"1210"	2.289	0.002840
449	SAR AND QSAR IN ENVIRONMENTAL RESEARCH	"1090"	2.287	0.001230
450	COMPUTERS IN BIOLOGY AND MEDICINE	"5694"	2.286	0.008580
451	CONSERVATION GENETICS	"4117"	2.283	0.005170
452	CURRENT DRUG METABOLISM	"3475"	2.277	0.002720
453	SCIENCE AND ENGINEERING ETHICS	"1719"	2.275	0.003450
454	INTERNATIONAL JOURNAL OF RADIATION BIOLOGY	"4537"	2.266	0.003740
455	Chemical Biology & Drug Design	"4154"	2.256	0.005780
455	MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS	"6318"	2.256	0.003920
457	PROSTAGLANDINS & OTHER LIPID MEDIATORS	"2353"	2.253	0.002200
458	ANIMAL GENETICS	"3387"	2.244	0.004100
459	JOURNAL OF BIOCHEMISTRY	"7724"	2.230	0.004820
460	CURRENT GENE THERAPY	"1200"	2.218	0.001790
461	Frontiers in Bioscience-Landmark	"8113"	2.214	0.003910
462	Familial Cancer	"1678"	2.209	0.004220
463	Evolutionary Bioinformatics	"1196"	2.203	0.001590
464	AMERICAN JOURNAL OF MEDICAL GENETICS PART A	"11571"	2.197	0.021500
465	DEVELOPMENT GENES AND EVOLUTION	"1655"	2.186	0.001560
466	CHROMOSOME RESEARCH	"2291"	2.183	0.002660
466	Cancer Genetics	"1094"	2.183	0.003290
468	CURRENT GENOMICS	"2027"	2.174	0.002180
468	MOLECULAR VISION	"6016"	2.174	0.005920
470	Innate Immunity	"1341"	2.173	0.002920
471	CONNECTIVE TISSUE RESEARCH	"2241"	2.167	0.002310
471	GROWTH HORMONE & IGF RESEARCH	"1390"	2.167	0.001430
473	MOLECULAR AND BIOCHEMICAL PARASITOLOGY	"5984"	2.158	0.003680
474	Nucleus	"1270"	2.157	0.004360
475	Computational Intelligence and Neuroscience	"2499"	2.154	0.002800
476	GENOME	"4264"	2.152	0.002730
477	INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS	"7008"	2.145	0.007390
478	LIPIDS	"6751"	2.144	0.003520
479	Symmetry-Basel	"2097"	2.143	0.002590
480	CELL BIOCHEMISTRY AND FUNCTION	"2337"	2.142	0.002300
480	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY	"10422"	2.142	0.006390
482	CRYOBIOLOGY	"4553"	2.141	0.004040
483	APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY	"12340"	2.140	0.013010
484	STEROIDS	"5927"	2.136	0.006670
485	CELL BIOLOGY INTERNATIONAL	"3974"	2.127	0.004100
485	GENETICS AND MOLECULAR BIOLOGY	"2526"	2.127	0.002680
487	Advances in Experimental Medicine and Biology	"19627"	2.126	0.033870
488	MOLECULAR REPRODUCTION AND DEVELOPMENT	"5407"	2.124	0.005470
489	EXCLI Journal	"1307"	2.112	0.002750
490	MOLECULAR BIOLOGY REPORTS	"7777"	2.107	0.010170
491	Journal of Mathematical Neuroscience	169	2.091	0.000790
492	Human Gene Therapy Methods	410	2.089	0.001220
493	International Journal for Numerical Methods in Biomedical Engineering	"1414"	2.082	0.003120
494	JOURNAL OF PEPTIDE SCIENCE	"2218"	2.081	0.003150
495	Life Sciences in Space Research	300	2.066	0.000940
496	BIOSTATISTICS	"3750"	2.050	0.006060
497	BMC Systems Biology	"4434"	2.048	0.008160
498	Cell Journal	871	2.046	0.001900
498	EXTREMOPHILES	"3190"	2.046	0.003530
500	MEDICAL & BIOLOGICAL ENGINEERING & COMPUTING	"5904"	2.039	0.004380
501	Organogenesis	"1027"	2.034	0.001540
502	European Journal of Medical Genetics	"2126"	2.022	0.005260
503	Biochemistry and Cell Biology	"2583"	2.014	0.002080
503	JOURNAL OF RADIATION RESEARCH	"2652"	2.014	0.004250
505	MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS	"7025"	2.011	0.003490
506	Journal of Medical Biochemistry	306	2.000	0.000420
507	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY	"6787"	1.990	0.002780
508	PROTEIN ENGINEERING DESIGN & SELECTION	"4865"	1.980	0.003540
509	REDOX REPORT	"1478"	1.963	0.001310
510	Biology Open	"2357"	1.962	0.009140
511	FEBS Open Bio	"1433"	1.959	0.004320
512	SCIENTIFIC AMERICAN	"6609"	1.946	0.003540
513	BIOELECTROMAGNETICS	"2751"	1.945	0.001900
514	Journal of Nutrigenetics and Nutrigenomics	348	1.943	0.000640
515	JOURNAL OF MATHEMATICAL BIOLOGY	"5034"	1.940	0.006180
516	CELL AND TISSUE BANKING	"1127"	1.939	0.001710
517	AEROBIOLOGIA	"1299"	1.931	0.001380
517	BIOCHEMICAL GENETICS	"1179"	1.931	0.000960
519	GENES TO CELLS	"3980"	1.922	0.004540
520	JOURNAL OF MOLECULAR RECOGNITION	"2257"	1.919	0.001920
521	Marine Genomics	948	1.904	0.002510
522	JOURNAL OF THERMAL BIOLOGY	"3766"	1.902	0.004300
523	BIOCHEMISTRY-MOSCOW	"4154"	1.886	0.004530
524	CURRENT PROTEIN & PEPTIDE SCIENCE	"2636"	1.885	0.002910
525	Journal of Zhejiang University-SCIENCE B	"2673"	1.879	0.003050
526	EUROPEAN CYTOKINE NETWORK	"1138"	1.875	0.000620
526	JOURNAL OF THEORETICAL BIOLOGY	"20603"	1.875	0.018150
528	CARBOHYDRATE RESEARCH	"15274"	1.873	0.006140
529	International Journal of Stem Cells	428	1.870	0.000830
530	COMPTES RENDUS BIOLOGIES	"2455"	1.867	0.001890
531	JOURNAL OF MOLECULAR GRAPHICS & MODELLING	"7117"	1.863	0.003930
532	MOLECULAR BREEDING	"5159"	1.862	0.007070
532	Methods in Enzymology	"24871"	1.862	0.019180
532	Tree Genetics & Genomes	"2499"	1.862	0.004640
535	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	"5233"	1.850	0.003970
536	STATISTICS IN MEDICINE	"24925"	1.847	0.034040
537	BIOPOLYMERS	"9627"	1.845	0.005690
537	Molecular Genetics and Metabolism Reports	507	1.845	0.001650
539	CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION	921	1.841	0.000720
540	Science of Nature	508	1.839	0.002000
541	ELECTROMAGNETIC BIOLOGY AND MEDICINE	725	1.835	0.001040
542	PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES	"1532"	1.833	0.001960
543	PATHOBIOLOGY	"1043"	1.831	0.001260
544	JOURNAL OF BIOSCIENCES	"2658"	1.823	0.002370
545	EVOLUTION & DEVELOPMENT	"1822"	1.820	0.001810
546	PHYSICAL BIOLOGY	"1902"	1.818	0.003890
547	TRANSGENIC RESEARCH	"2684"	1.817	0.002920
548	CHEMICAL SPECIATION AND BIOAVAILABILITY	561	1.800	0.000550
549	Analytical Cellular Pathology	408	1.788	0.000480
550	JOURNAL OF MOLECULAR EVOLUTION	"7623"	1.782	0.002180
551	HISTOLOGY AND HISTOPATHOLOGY	"4244"	1.777	0.003910
552	JOURNAL OF INTERFERON AND CYTOKINE RESEARCH	"3360"	1.774	0.003850
553	BIOMETRICS	"21431"	1.755	0.012350
554	BIOMEDICAL CHROMATOGRAPHY	"4216"	1.748	0.004620
555	JOURNAL OF MEMBRANE BIOLOGY	"4087"	1.746	0.002680
556	BIOPHYSICAL CHEMISTRY	"4523"	1.745	0.002860
557	BMC Medical Genetics	"2951"	1.740	0.005300
557	GENESIS	"4174"	1.740	0.004490
559	FISH PHYSIOLOGY AND BIOCHEMISTRY	"4223"	1.729	0.003940
560	JOURNAL OF APPLIED GENETICS	"1249"	1.725	0.001980
561	ACTA HISTOCHEMICA	"2054"	1.719	0.002890
562	MOLECULAR BIOTECHNOLOGY	"2848"	1.712	0.003060
563	JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY	"1408"	1.702	0.001430
564	JOURNAL OF NEUROGENETICS	731	1.698	0.001270
564	Methods in Cell Biology	"3344"	1.698	0.005040
566	LUMINESCENCE	"2228"	1.691	0.002970
567	BioScience Trends	831	1.686	0.001560
568	MATHEMATICAL BIOSCIENCES	"5516"	1.680	0.004570
569	ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES	"1762"	1.676	0.001070
570	CYTOTECHNOLOGY	"2596"	1.672	0.003010
571	BIOTECHNIQUES	"6451"	1.659	0.003630
572	Acta Naturae	916	1.657	0.001760
573	MOLECULAR MEMBRANE BIOLOGY	"1102"	1.647	0.000820
574	IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL	"2240"	1.645	0.002450
575	Plant Signaling & Behavior	"6926"	1.644	0.009720
576	BULLETIN OF MATHEMATICAL BIOLOGY	"4049"	1.643	0.004100
577	Journal of Biological Dynamics	627	1.642	0.001070
578	BIOMETRIKA	"20999"	1.641	0.012480
579	Journal of Taibah University for Science	779	1.640	0.001240
580	DEVELOPMENT GROWTH & DIFFERENTIATION	"2346"	1.638	0.002710
581	JOURNAL OF RECEPTORS AND SIGNAL TRANSDUCTION	"1065"	1.629	0.001680
582	BIOCATALYSIS AND BIOTRANSFORMATION	991	1.627	0.000660
583	ACTA BIOCHIMICA POLONICA	"2785"	1.626	0.002590
584	BIOSYSTEMS	"2805"	1.623	0.002120
585	Frontiers in Life Science	241	1.622	0.000500
586	VIRUS GENES	"2482"	1.616	0.003470
587	BIRTH DEFECTS RESEARCH PART B-DEVELOPMENTAL AND REPRODUCTIVE TOXICOLOGY	857	1.600	0.000500
588	Current Molecular Pharmacology	591	1.596	0.000830
588	Prion	"1002"	1.596	0.002410
590	ANNALS OF HUMAN BIOLOGY	"2302"	1.588	0.002970
590	MAGNESIUM RESEARCH	732	1.588	0.000340
592	Algorithms for Molecular Biology	719	1.585	0.001740
593	Journal of Biomedical Semantics	687	1.582	0.002580
594	COMPUTATIONAL BIOLOGY AND CHEMISTRY	"1401"	1.581	0.002220
595	JOURNAL OF COMPUTATIONAL NEUROSCIENCE	"1928"	1.568	0.002210
595	Theoretical Biology and Medical Modelling	847	1.568	0.001060
597	Computational and Mathematical Methods in Medicine	"2293"	1.563	0.005470
598	JOURNAL OF GENE MEDICINE	"1868"	1.561	0.001040
599	BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY	"2096"	1.559	0.001970
599	THEORETICAL POPULATION BIOLOGY	"3847"	1.559	0.002470
601	TISSUE & CELL	"1962"	1.553	0.001500
602	FLY	"1014"	1.550	0.001060
603	BIOLOGICAL BULLETIN	"5148"	1.537	0.001490
604	Public Health Genomics	652	1.527	0.001440
605	ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING	"3838"	1.518	0.005840
606	CURRENT PHARMACEUTICAL BIOTECHNOLOGY	"3180"	1.516	0.002790
607	International Journal of Astrobiology	623	1.514	0.001130
608	SCIENCE PROGRESS	521	1.500	0.000400
609	CYTOPATHOLOGY	"1027"	1.473	0.001600
610	CELLULAR AND MOLECULAR BIOLOGY	"2087"	1.463	0.001780
611	Standards in Genomic Sciences	"1267"	1.458	0.002660
612	IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT	"2195"	1.454	0.001340
613	Cellular Reprogramming	674	1.453	0.001200
614	CHEMISTRY & BIODIVERSITY	"4101"	1.449	0.003720
615	AMERICAN JOURNAL OF HUMAN BIOLOGY	"3396"	1.438	0.003940
616	CYTOGENETIC AND GENOME RESEARCH	"2802"	1.423	0.003070
617	Interdisciplinary Sciences-Computational Life Sciences	363	1.418	0.000580
618	Proceedings of the Romanian Academy Series A-Mathematics Physics Technical Sciences Information Science	497	1.402	0.000900
619	MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA	541	1.400	0.000670
620	IET Systems Biology	488	1.392	0.000470
621	PSYCHIATRIC GENETICS	920	1.375	0.001180
622	Biopreservation and Biobanking	678	1.362	0.002280
623	JOURNAL OF FOOD BIOCHEMISTRY	"1868"	1.358	0.001400
624	NEW GENETICS AND SOCIETY	380	1.353	0.000490
625	SOUTH AFRICAN JOURNAL OF SCIENCE	"2604"	1.351	0.002010
626	BMC BIOCHEMISTRY	843	1.344	0.000580
627	JOURNAL OF MOLECULAR MODELING	"5643"	1.335	0.007670
628	CELLS TISSUES ORGANS	"2157"	1.333	0.001440
629	Molecular Cytogenetics	802	1.331	0.002250
630	MICROSCOPY RESEARCH AND TECHNIQUE	"4726"	1.327	0.002790
631	ANNALS OF HUMAN GENETICS	"1897"	1.319	0.001400
632	Mathematical Biosciences and Engineering	"1104"	1.313	0.002060
633	GENERAL PHYSIOLOGY AND BIOPHYSICS	896	1.309	0.000830
633	International Journal of Biostatistics	517	1.309	0.001550
635	BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY	"12501"	1.297	0.007020
636	PROTEIN EXPRESSION AND PURIFICATION	"5010"	1.291	0.004280
637	OPHTHALMIC GENETICS	857	1.285	0.001340
638	ZYGOTE	"1001"	1.278	0.001580
639	RADIATION AND ENVIRONMENTAL BIOPHYSICS	"1395"	1.267	0.001650
640	BIOMETRICAL JOURNAL	"2978"	1.255	0.004360
641	GROWTH FACTORS	"1386"	1.239	0.000870
642	GENETICA	"3039"	1.229	0.001680
643	International Journal of Peptide Research and Therapeutics	494	1.219	0.000640
644	ISSUES IN SCIENCE AND TECHNOLOGY	428	1.214	0.000990
645	JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS	952	1.203	0.001570
646	Acta Crystallographica Section F-Structural Biology Communications	"1948"	1.199	0.004400
647	ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY	"1886"	1.198	0.001210
648	JOURNAL OF ETHNOBIOLOGY	558	1.195	0.000800
649	Current Bioinformatics	442	1.189	0.000550
650	CARYOLOGIA	"1007"	1.174	0.000630
651	PROTEIN AND PEPTIDE LETTERS	"1956"	1.168	0.002110
652	NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS	"1393"	1.167	0.000720
653	Twin Research and Human Genetics	"1794"	1.159	0.004370
654	Conservation Genetics Resources	"1850"	1.154	0.001840
654	GENE EXPRESSION PATTERNS	"1442"	1.154	0.001250
656	BIOCHEMICAL SYSTEMATICS AND ECOLOGY	"4179"	1.127	0.003880
657	Genetic Testing and Molecular Biomarkers	"1356"	1.121	0.002380
658	PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY	817	1.117	0.001100
659	Jove-Journal of Visualized Experiments	"13650"	1.108	0.035180
660	RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI	750	1.087	0.001080
661	FOLIA BIOLOGICA	529	1.073	0.000480
662	ACTA HISTOCHEMICA ET CYTOCHEMICA	389	1.070	0.000400
663	ENDEAVOUR	540	1.068	0.000440
664	HUMAN BIOLOGY	"1828"	1.061	0.000940
665	JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY	610	1.038	0.000860
666	International Journal of Immunogenetics	773	1.031	0.001020
667	PROTEIN JOURNAL	841	1.029	0.001010
668	ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES	"3185"	1.000	0.000670
669	BRAZILIAN JOURNAL OF BIOLOGY	"2630"	0.983	0.002480
670	FOLIA HISTOCHEMICA ET CYTOBIOLOGICA	984	0.979	0.000660
671	DISCRETE DYNAMICS IN NATURE AND SOCIETY	"1962"	0.973	0.003690
672	Journal of Huazhong University of Science and Technology-Medical Sciences	"1433"	0.957	0.002110
673	Mathematical Modelling of Natural Phenomena	679	0.949	0.001930
674	BIOTECHNIC & HISTOCHEMISTRY	"1018"	0.948	0.001000
675	BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION	977	0.947	0.000900
676	ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS	"2841"	0.938	0.003410
677	INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY	"3349"	0.934	0.001480
678	MOLECULAR BIOLOGY	"1234"	0.932	0.001430
679	CYTOLOGIA	"1117"	0.922	0.000260
680	Statistics in Biopharmaceutical Research	288	0.920	0.001340
681	HEREDITAS	"1576"	0.896	0.000380
682	International Journal of Biomathematics	572	0.894	0.000980
683	Kuwait Journal of Science	225	0.891	0.000340
684	PERIODICUM BIOLOGORUM	365	0.883	0.000380
685	Comparative Cytogenetics	333	0.882	0.000770
686	JOURNAL OF COMPUTATIONAL BIOLOGY	"4056"	0.879	0.003300
687	ADVANCES IN COMPLEX SYSTEMS	618	0.867	0.000340
688	GENES & GENETIC SYSTEMS	816	0.859	0.000660
689	Journal of Bioinformatics and Computational Biology	759	0.845	0.001110
690	JOURNAL OF BIOLOGICAL EDUCATION	648	0.844	0.000450
691	EVOLUTIONARY ECOLOGY RESEARCH	"1707"	0.843	0.000680
692	JOURNAL OF BIOLOGICAL SYSTEMS	366	0.839	0.000390
693	JOURNAL OF CARBOHYDRATE CHEMISTRY	773	0.828	0.000520
694	JOURNAL OF GENETICS	"1555"	0.825	0.002020
695	RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY	"1007"	0.794	0.000890
696	International Journal of Data Mining and Bioinformatics	280	0.789	0.000490
697	JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND	648	0.774	0.000400
698	BIOLOGICAL RHYTHM RESEARCH	681	0.773	0.000860
699	Balkan Journal of Medical Genetics	142	0.769	0.000250
700	Current Proteomics	216	0.768	0.000220
701	CLINICAL DYSMORPHOLOGY	509	0.760	0.000570
702	Genes & Genomics	574	0.759	0.001050
703	BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY	"2529"	0.758	0.001650
704	CURRENT SCIENCE	"10540"	0.756	0.006420
705	JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE	391	0.742	0.000530
706	SILVAE GENETICA	864	0.741	0.000230
707	BIOLOGIA	"2151"	0.728	0.002550
708	FOLIA BIOLOGICA-KRAKOW	372	0.724	0.000350
709	Genetics Research	"1951"	0.700	0.000250
710	JOURNAL OF THE HISTORY OF BIOLOGY	579	0.696	0.000330
711	CRYOLETTERS	996	0.694	0.000680
712	Iranian Journal of Science and Technology Transaction A-Science	499	0.692	0.000460
713	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES	309	0.681	0.000400
714	ACTA BIOLOGICA HUNGARICA	494	0.679	0.000450
715	THEORY IN BIOSCIENCES	425	0.676	0.000440
716	TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA	444	0.667	0.000200
717	TURKISH JOURNAL OF BIOLOGY	"1224"	0.662	0.001120
718	BIOCELL	294	0.633	0.000060
719	TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY	275	0.619	0.000120
720	Doklady Biochemistry and Biophysics	427	0.612	0.000610
721	HEMOGLOBIN	953	0.598	0.001050
722	DEFENCE SCIENCE JOURNAL	928	0.589	0.000560
723	ACTA BIOTHEORETICA	617	0.585	0.000400
724	REVISTA DE BIOLOGIA TROPICAL	"2633"	0.581	0.001800
725	Statistics and Its Interface	543	0.573	0.001150
726	Mitochondrial DNA Part A	"1278"	0.566	0.003720
727	Mitochondrial DNA Part B-Resources	572	0.561	0.000950
728	RUSSIAN JOURNAL OF GENETICS	"1661"	0.559	0.001320
729	HUMAN HEREDITY	914	0.556	0.001450
730	Archives of Biological Sciences	840	0.554	0.001040
731	Animal Cells and Systems	199	0.549	0.000380
732	Sains Malaysiana	"1337"	0.540	0.001320
733	Statistical Applications in Genetics and Molecular Biology	"1322"	0.536	0.001040
734	PTERIDINES	82	0.531	0.000110
735	Proceedings of the Estonian Academy of Sciences	523	0.510	0.000490
736	AMERICAN SCIENTIST	"2425"	0.507	0.001110
737	Open Life Sciences	121	0.504	0.000300
738	Journal of Medical Imaging and Health Informatics	700	0.499	0.001060
739	SCIENTIST	268	0.493	0.000380
740	HERALD OF THE RUSSIAN ACADEMY OF SCIENCES	331	0.492	0.000380
741	Maejo International Journal of Science and Technology	218	0.481	0.000230
742	Genetika-Belgrade	368	0.459	0.000500
743	SCIENCEASIA	618	0.452	0.000540
744	PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON	"1428"	0.447	0.000330
745	JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA	285	0.419	0.000280
746	Cytology and Genetics	271	0.408	0.000260
747	BIOLOGY BULLETIN	652	0.379	0.000790
748	Bioscience Journal	965	0.375	0.001520
749	INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS	"1180"	0.357	0.000580
750	ACTA SCIENTIARUM-TECHNOLOGY	344	0.356	0.000470
751	JOURNAL OF EVOLUTIONARY BIOCHEMISTRY AND PHYSIOLOGY	390	0.351	0.000180
752	TRACE ELEMENTS AND ELECTROLYTES	187	0.344	0.000070
753	Chiang Mai Journal of Science	502	0.342	0.000650
754	ZHURNAL OBSHCHEI BIOLOGII	306	0.339	0.000160
755	JOURNAL OF HISTOTECHNOLOGY	133	0.333	0.000060
755	Molecular Genetics Microbiology and Virology	135	0.333	0.000120
757	NEW SCIENTIST	918	0.332	0.001340
758	NATIONAL ACADEMY SCIENCE LETTERS-INDIA	433	0.331	0.000700
759	Turkish Journal of Biochemistry-Turk Biyokimya Dergisi	266	0.329	0.000250
760	COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES	578	0.321	0.000550
761	BIOLOGICHESKIE MEMBRANY	118	0.289	0.000060
762	AMERICAN BIOLOGY TEACHER	673	0.276	0.000320
763	INTERNATIONAL JOURNAL OF HUMAN GENETICS	125	0.265	0.000070
764	PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS	305	0.219	0.000250
765	Analytical and Quantitative Cytopathology and Histopathology	494	0.185	0.000250
766	POSTEPY BIOLOGII KOMORKI	69	0.158	0.000040
767	Bulletin de la Societe Linneenne de Lyon	175	0.143	0.000020
768	INTERDISCIPLINARY SCIENCE REVIEWS	306	0.140	0.000150
769	Theoretical Biology Forum	16	0.133	0.000010
770	Medizinische Genetik	28	0.104	0.000020
771	Circulation-Genomic and Precision Medicine	114	Not Available	0.000000
771	Lifestyle Genomics	5	Not Available	0.000000
771	Molecular Omics	5	Not Available	0.000000
