Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
38	Current Diabetes Reports	"3870"	3.996	0.010600
39	Obesity	"18844"	3.969	0.036270
40	HORMONES AND BEHAVIOR	"10874"	3.949	0.012620
41	Current Osteoporosis Reports	"1786"	3.927	0.004610
42	Journal of Diabetes Investigation	"2564"	3.902	0.005810
43	OSTEOPOROSIS INTERNATIONAL	"16709"	3.819	0.024870
44	BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM	"3845"	3.808	0.005890
45	ENDOCRINOLOGY	"43103"	3.800	0.031170
46	JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY	"11066"	3.785	0.013630
47	JOURNAL OF MOLECULAR ENDOCRINOLOGY	"4033"	3.744	0.005730
48	MOLECULAR AND CELLULAR ENDOCRINOLOGY	"15665"	3.693	0.020780
49	Frontiers in Endocrinology	"5532"	3.634	0.015800
50	MOLECULAR ENDOCRINOLOGY	"11646"	3.628	0.008620
51	MOLECULAR GENETICS AND METABOLISM	"7018"	3.610	0.009900
52	BIOFACTORS	"3561"	3.598	0.003160
53	CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE	"5161"	3.570	0.006420
54	Therapeutic Advances in Endocrinology and Metabolism	477	3.543	0.001060
55	Adipocyte	723	3.533	0.002460
56	Current Obesity Reports	"1003"	3.454	0.003740
57	JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION	"5551"	3.439	0.006790
58	ENDOCRINE PATHOLOGY	"1263"	3.366	0.001910
59	PEDIATRIC DIABETES	"4182"	3.347	0.008070
60	NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES	"5821"	3.340	0.010180
61	Pituitary	"2364"	3.335	0.003850
62	Diabetes Metabolic Syndrome and Obesity-Targets and Therapy	"1397"	3.319	0.003180
63	ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA	"2995"	3.306	0.003450
64	Current Opinion in Endocrinology Diabetes and Obesity	"2297"	3.298	0.004920
64	Journal of Diabetes	"1686"	3.298	0.004040
66	ENDOCRINE	"6513"	3.296	0.012930
67	CALCIFIED TISSUE INTERNATIONAL	"7025"	3.265	0.008560
68	Diabetes & Metabolism Journal	"1383"	3.263	0.003790
69	DIABETES RESEARCH AND CLINICAL PRACTICE	"12267"	3.239	0.018310
70	Biology of Sex Differences	"1007"	3.188	0.002640
71	Metabolomics	"4496"	3.167	0.009270
72	DIABETIC MEDICINE	"13312"	3.107	0.016720
73	Nutrition & Diabetes	"1080"	3.098	0.003310
74	ANNALS OF NUTRITION AND METABOLISM	"3641"	3.051	0.006010
75	JOURNAL OF NEUROENDOCRINOLOGY	"5826"	3.040	0.005430
75	Journal of Diabetes Research	"3653"	3.040	0.011530
77	European Thyroid Journal	835	3.025	0.002890
78	ACTA DIABETOLOGICA	"3126"	2.996	0.006700
79	CLINICAL ENDOCRINOLOGY	"13147"	2.897	0.015470
80	JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY	"3498"	2.895	0.004730
81	Canadian Journal of Diabetes	"1700"	2.887	0.004710
82	PROSTATE	"7050"	2.876	0.008980
83	PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS	"4230"	2.864	0.004350
84	Diabetes Therapy	"1032"	2.827	0.002600
85	JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA	"2009"	2.758	0.001570
86	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY	"6496"	2.697	0.003270
87	JOURNAL OF DIABETES AND ITS COMPLICATIONS	"4756"	2.684	0.010520
88	PEPTIDES	"9988"	2.659	0.007970
89	Obesity Facts	"1362"	2.653	0.002780
90	Reproductive Biology and Endocrinology	"4530"	2.589	0.006200
91	Aging Male	860	2.500	0.000830
92	Vitamins and Hormones	"1669"	2.494	0.001540
93	Endocrine Connections	874	2.474	0.002810
94	Archives of Osteoporosis	"1097"	2.469	0.003490
95	GENERAL AND COMPARATIVE ENDOCRINOLOGY	"12385"	2.445	0.010670
96	BIOLOGICAL TRACE ELEMENT RESEARCH	"8489"	2.431	0.008070
97	HORMONE AND METABOLIC RESEARCH	"4614"	2.423	0.004770
98	METABOLIC BRAIN DISEASE	"3070"	2.411	0.005510
99	NEUROPEPTIDES	"2050"	2.407	0.002520
100	Diabetology & Metabolic Syndrome	"1842"	2.361	0.004110
101	Diabetes & Vascular Disease Research	"1384"	2.357	0.003150
102	Hormone Research in Paediatrics	"1892"	2.324	0.005050
103	JOURNAL OF BONE AND MINERAL METABOLISM	"2685"	2.310	0.003370
104	DOMESTIC ANIMAL ENDOCRINOLOGY	"2226"	2.302	0.001990
105	International Journal of Endocrinology	"3351"	2.287	0.008760
106	Hormones & Cancer	610	2.239	0.001660
107	JOURNAL OF CLINICAL DENSITOMETRY	"1976"	2.184	0.004400
108	STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS	"2538"	2.168	0.003510
109	GROWTH HORMONE & IGF RESEARCH	"1390"	2.167	0.001430
110	STEROIDS	"5927"	2.136	0.006670
111	ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY	944	2.110	0.000870
112	Obesity Research & Clinical Practice	"1152"	2.056	0.003470
113	Primary Care Diabetes	843	2.008	0.002040
114	ENDOCRINE JOURNAL	"3716"	1.940	0.004400
115	EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES	"2698"	1.927	0.002990
116	DIABETES EDUCATOR	"2148"	1.910	0.002630
117	Islets	607	1.879	0.000960
118	Minerva Endocrinologica	580	1.817	0.000810
119	BMC Endocrine Disorders	"1234"	1.816	0.003470
120	Endocrinologia y Nutricion	581	1.649	0.000970
121	Hormones-International Journal of Endocrinology and Metabolism	"1093"	1.643	0.001470
122	ENDOCRINE RESEARCH	786	1.629	0.000970
123	Frontiers of Hormone Research	390	1.615	0.000680
124	MAGNESIUM RESEARCH	732	1.588	0.000340
125	Archives of Endocrinology Metabolism	429	1.571	0.001240
126	JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS	"1759"	1.558	0.002530
127	Endokrynologia Polska	863	1.521	0.001250
128	ANNALES D ENDOCRINOLOGIE	791	1.430	0.001250
129	GYNECOLOGICAL ENDOCRINOLOGY	"3596"	1.406	0.006100
130	NEUROIMMUNOMODULATION	"1409"	1.351	0.001330
131	Journal of Clinical Research in Pediatric Endocrinology	866	1.285	0.001930
132	GROWTH FACTORS	"1386"	1.239	0.000870
132	JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM	"2959"	1.239	0.003670
134	Endocrine Metabolic & Immune Disorders-Drug Targets	783	1.104	0.000940
135	Endocrinologia Diabetes y Nutricion	83	0.934	0.000140
136	Diabetologie und Stoffwechsel	128	0.857	0.000180
137	Pediatric Endocrinology Reviews PER	677	0.819	0.001310
138	NEUROENDOCRINOLOGY LETTERS	"2082"	0.698	0.001720
139	International Journal of Diabetes in Developing Countries	461	0.585	0.000430
140	Acta Endocrinologica-Bucharest	241	0.449	0.000170
141	TRACE ELEMENTS AND ELECTROLYTES	187	0.344	0.000070
142	Nutrition Clinique et Metabolisme	97	0.232	0.000070
143	Diabetologe	72	0.186	0.000070
144	Diabetes Stoffwechsel und Herz	35	0.082	0.000040
145	Correspondances en Metabolismes Hormones Diabetes et Nutrition	3	0.032	0.000000
