Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
77	Clinical Research in Cardiology	"3022"	4.9070.006760
78	Molecular Therapy-Methods & Clinical Development	"1078"	4.8750.004020
79	Circulation-Cardiovascular Genetics	"3441"	4.8640.010500
80	CURRENT OPINION IN LIPIDOLOGY	"4140"	4.8440.006320
81	AMERICAN JOURNAL OF MEDICINE	"25051"	4.7600.026650
81	Vaccines	"1077"	4.7600.003910
83	JOURNAL OF MOLECULAR MEDICINE-JMM	"7195"	4.7460.010880
84	EXPERIMENTAL AND MOLECULAR MEDICINE	"4046"	4.7430.007380
85	THROMBOSIS AND HAEMOSTASIS	"16590"	4.7330.022810
86	Stem Cell Reviews and Reports	"2436"	4.6970.004690
87	CANCER GENE THERAPY	"2842"	4.6810.003200
88	JOURNAL OF THROMBOSIS AND HAEMOSTASIS	"18886"	4.6620.028230
89	EPMA Journal	8154.6610.001320
90	Journal of the American Heart Association	"13230"	4.6600.060340
91	JOURNAL OF CELLULAR AND MOLECULAR MEDICINE	"12391"	4.6580.015760
92	Stem Cell Research & Therapy	"6132"	4.6270.015810
93	JOURNAL OF GENERAL INTERNAL MEDICINE	"19431"	4.6060.028130
94	Deutsches Arzteblatt International	"4331"	4.4690.007630
95	Cancer Biology & Medicine	"1043"	4.4670.003040
96	International Journal of Stroke	"4172"	4.4660.015210
97	TRENDS IN CARDIOVASCULAR MEDICINE	"2667"	4.4620.003930
98	AMERICAN JOURNAL OF PREVENTIVE MEDICINE	"22339"	4.4350.041750
99	BRITISH JOURNAL OF GENERAL PRACTICE	"6489"	4.4340.009370
100	EXPERT REVIEWS IN MOLECULAR MEDICINE	"1758"	4.4070.001450
101	mAbs	"4415"	4.4050.011150
102	MOLECULAR PHARMACEUTICS	"16792"	4.3960.028020
103	Circulation-Cardiovascular Quality and Outcomes	"4531"	4.3780.014350
104	CYTOTHERAPY	"5969"	4.2970.009690
105	JOURNAL OF INHERITED METABOLIC DISEASE	"5868"	4.2870.008410
106	ATHEROSCLEROSIS	"23442"	4.2550.033500
107	JOURNAL OF HYPERTENSION	"17501"	4.2090.026380
108	PPAR Research	"1434"	4.1860.001600
109	ANNALS OF FAMILY MEDICINE	"5314"	4.1850.010880
110	CARDIOVASCULAR DRUGS AND THERAPY	"2109"	4.1810.003140
111	JOURNAL OF TRAVEL MEDICINE	"2229"	4.1550.003410
112	ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE	"10039"	4.1510.012620
113	JOURNAL OF NUCLEAR CARDIOLOGY	"3711"	4.1120.004480
114	Journal of Translational Medicine	"10831"	4.0980.022910
115	AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY	"27828"	4.0480.022820
116	AMERICAN HEART JOURNAL	"20811"	4.0230.026780
117	EuroIntervention	"6097"	4.0180.016840
118	HEART FAILURE REVIEWS	"2598"	4.0150.005300
119	CTS-Clinical and Translational Science	"1351"	3.9890.003190
120	ANNALS OF THORACIC SURGERY	"36145"	3.9190.040630
121	JOURNAL OF CARDIAC FAILURE	"5339"	3.8570.009350
122	HUMAN GENE THERAPY	"5639"	3.8550.007540
123	EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY	"17156"	3.8470.026410
124	Nucleic Acid Therapeutics	8543.7800.003000
125	Current Atherosclerosis Reports	"2392"	3.7690.004770
126	GENE THERAPY	"7223"	3.7490.007040
127	BIOMEDICINE & PHARMACOTHERAPY	"14983"	3.7430.023480
128	European Heart Journal-Acute Cardiovascular Care	"1466"	3.7340.005330
129	Annals of Translational Medicine	"3430"	3.6890.010900
130	Orphanet Journal of Rare Diseases	"6654"	3.6870.015860
131	LABORATORY INVESTIGATION	"10025"	3.6840.009110
132	European Journal of Internal Medicine	"4559"	3.6600.009420
133	EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY	"9293"	3.6420.012760
134	MOLECULAR GENETICS AND METABOLISM	"7018"	3.6100.009900
135	CURRENT HYPERTENSION REPORTS	"2900"	3.6060.006430
136	EXPERT OPINION ON BIOLOGICAL THERAPY	"4481"	3.5850.007720
137	Wiley Interdisciplinary Reviews-Systems Biology and Medicine	"1165"	3.5420.002190
138	JOURNAL OF THE ROYAL SOCIETY OF MEDICINE	"4051"	3.5380.003080
139	AMERICAN JOURNAL OF CHINESE MEDICINE	"3152"	3.5100.002950
140	XENOTRANSPLANTATION	"1689"	3.4840.002390
141	Journal of Atherosclerosis and Thrombosis	"3249"	3.4780.004800
142	CELL TRANSPLANTATION	"5941"	3.4770.009210
143	INTERNATIONAL JOURNAL OF CARDIOLOGY	"30479"	3.4710.080570
144	JOURNAL OF IMMUNOTHERAPY	"3142"	3.4550.004000
145	PREVENTIVE MEDICINE	"16004"	3.4490.029820
146	LIFE SCIENCES	"21687"	3.4480.016400
147	ESC Heart Failure	6803.4070.002020
148	SEMINARS IN THROMBOSIS AND HEMOSTASIS	"4138"	3.4010.006280
149	JOURNAL OF PAIN AND SYMPTOM MANAGEMENT	"11229"	3.3780.015750
150	NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES	"5821"	3.3400.010180
151	CURRENT PROBLEMS IN CARDIOLOGY	5743.3330.000700
152	Journal of Cardiovascular Computed Tomography	"1711"	3.3160.004430
153	VACCINE	"40222"	3.2690.070760
154	American Journal of Translational Research	"5434"	3.2660.012240
154	THROMBOSIS RESEARCH	"10982"	3.2660.018150
156	ADVANCES IN THERAPY	"3008"	3.2600.006540
157	JOURNAL OF VASCULAR SURGERY	"26542"	3.2430.027190
158	Global Heart	8813.2380.003800
159	RESPIRATORY MEDICINE	"11846"	3.2370.015840
160	HYPERTENSION RESEARCH	"4872"	3.2170.005850
161	STEM CELLS AND DEVELOPMENT	"7899"	3.1470.013510
162	Frontiers in Medicine	"1598"	3.1130.005060
163	Drug Delivery and Translational Research	"1298"	3.1110.002430
164	SHOCK	"7638"	3.0830.012070
165	ANNALS OF MEDICINE	"4437"	3.0490.005440
166	Journal of Diabetes Research	"3653"	3.0400.011530
167	CIRCULATION JOURNAL	"9904"	3.0250.016510
168	CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION	"3228"	3.0130.005510
169	EXPERIMENTAL BIOLOGY AND MEDICINE	"6301"	3.0050.007610
170	MOLECULAR MEDICINE	"4918"	2.9910.004770
171	JOURNAL OF ENDOVASCULAR THERAPY	"3499"	2.9860.005300
172	JOURNAL OF THROMBOSIS AND THROMBOLYSIS	"2789"	2.9410.005860
173	INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE	"10049"	2.9280.015060
174	JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY	"7508"	2.9100.010700
175	Annals of Cardiothoracic Surgery	"1528"	2.8950.004950
176	Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej	"1287"	2.8820.002000
177	WOUND REPAIR AND REGENERATION	"5808"	2.8500.006110
178	JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION	"3274"	2.8440.004420
179	AMERICAN JOURNAL OF CARDIOLOGY	"37275"	2.8430.044530
180	JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY	"8813"	2.8280.011270
181	BRITISH MEDICAL BULLETIN	"4435"	2.8040.003670
182	EUROPEAN JOURNAL OF CLINICAL INVESTIGATION	"5946"	2.7840.006180
183	Human Gene Therapy Clinical Development	3022.7780.001070
184	DISEASE MARKERS	"3479"	2.7610.006820
185	PAIN MEDICINE	"6988"	2.7580.013020
186	Journal of Cardiovascular Translational Research	"1458"	2.7560.003220
187	UPSALA JOURNAL OF MEDICAL SCIENCES	"1109"	2.7470.001980
188	MEDICAL CLINICS OF NORTH AMERICA	"2990"	2.7160.004280
189	KOREAN JOURNAL OF INTERNAL MEDICINE	"1887"	2.7140.003600
190	Journal of Vascular Surgery-Venous and Lymphatic Disorders	7912.6960.002490
191	CEREBROVASCULAR DISEASES	"5517"	2.6810.007400
192	MICROCIRCULATION	"2553"	2.6790.003530
193	NEUROMODULATION	"2109"	2.6630.004600
194	QJM-AN INTERNATIONAL JOURNAL OF MEDICINE	"5711"	2.6490.004350
195	CLINICAL AND EXPERIMENTAL MEDICINE	"1200"	2.6420.001970
196	Cardiovascular Toxicology	"1209"	2.6300.001720
196	Experimental Neurobiology	8762.6300.002520
198	INTERNATIONAL JOURNAL OF CLINICAL PRACTICE	"5439"	2.6130.005980
199	MICROVASCULAR RESEARCH	"4036"	2.6040.003900
200	Current Vascular Pharmacology	"1777"	2.5830.002550
201	AMERICAN FAMILY PHYSICIAN	"6860"	2.5800.005110
202	American Journal of Cardiovascular Drugs	"1005"	2.5780.001830
203	JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS	"1239"	2.5700.002540
204	CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS	"9366"	2.5510.016550
205	AMERICAN JOURNAL OF HYPERTENSION	"8697"	2.5300.010910
206	Journal of the American Board of Family Medicine	"3654"	2.5110.006540
207	Journal of Cardiovascular Nursing	"1997"	2.5100.003080
208	European Journal of Cardiovascular Nursing	"1648"	2.4970.002480
209	Diagnostics	5332.4890.001350
210	MINERVA MEDICA	8172.4750.000950
211	EXPERIMENTAL HEMATOLOGY	"5176"	2.4620.006120
212	CLINICAL CARDIOLOGY	"4234"	2.4550.006620
213	Journal of Clinical Hypertension	"3554"	2.4440.006570
214	BMC Family Practice	"4209"	2.4310.009370
215	Current Cardiology Reports	"1859"	2.3950.005470
216	MELANOMA RESEARCH	"2300"	2.3810.004040
217	Archives of Medical Science	"2581"	2.3800.005110
218	ANGIOLOGY	"3056"	2.3760.003240
218	BMJ Open	"26298"	2.3760.108600
220	JOURNAL OF CARDIOVASCULAR PHARMACOLOGY	"5522"	2.3710.004680
221	Diabetes & Vascular Disease Research	"1384"	2.3570.003150
222	Archives of Cardiovascular Diseases	"1496"	2.3550.003590
223	Current Research in Translational Medicine	1322.3530.000450
224	ATHEROSCLEROSIS SUPPLEMENTS	6792.3500.001090
225	CURRENT MEDICAL RESEARCH AND OPINION	"7181"	2.3450.010810
226	LARYNGOSCOPE	"22642"	2.3430.026200
227	Internal and Emergency Medicine	"1978"	2.3350.004390
228	International Journal of Medical Sciences	"3358"	2.3330.006330
229	Cardiovascular Therapeutics	"1353"	2.3150.002190
230	JOURNAL OF BONE AND MINERAL METABOLISM	"2685"	2.3100.003370
231	BLOOD PRESSURE	"1248"	2.2920.002310
232	Journal of Cardiology	"2991"	2.2890.006360
233	Contemporary Clinical Trials	"3616"	2.2800.012300
234	Journal of Hospital Medicine	"3068"	2.2760.009200
235	Hellenic Journal of Cardiology	8502.2690.000840
236	Biomarkers in Medicine	"1689"	2.2680.003440
236	Journal of the American Society of Hypertension	"1747"	2.2680.005250
238	Clinical Trials	"2080"	2.2570.006120
239	POSTGRADUATE MEDICINE	"2311"	2.2370.003640
240	International Heart Journal	"1791"	2.2260.002530
241	CardioRenal Medicine	5172.2140.001230
242	Biomed Research International	"36776"	2.1970.109840
243	CURRENT MOLECULAR MEDICINE	"3555"	2.1960.004410
244	CANADIAN FAMILY PHYSICIAN	"3761"	2.1860.005200
244	PANMINERVA MEDICA	6532.1860.000620
246	Innate Immunity	"1341"	2.1730.002920
247	VASCULAR MEDICINE	"1769"	2.1580.002640
248	JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE	"3864"	2.1540.005900
249	Cardiology Research and Practice	8472.1400.001360
250	Advances in Experimental Medicine and Biology	"19627"	2.1260.033870
251	KIDNEY & BLOOD PRESSURE RESEARCH	"1664"	2.1230.002530
252	JOURNAL OF INTERVENTIONAL CARDIOLOGY	"1406"	2.1060.002590
253	Patient Preference and Adherence	"2788"	2.0970.007260
254	SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE	"1381"	2.0950.001810
255	Human Gene Therapy Methods	4102.0890.001220
256	Advances in Medical Sciences	"1004"	2.0800.001620
257	Heart Lung and Circulation	"2503"	2.0780.006030
258	Pulmonary Circulation	"1407"	2.0750.004170
259	CARDIOLOGY CLINICS	"1075"	2.0610.001630
260	CLINICAL MEDICINE	"1811"	2.0460.003240
261	Cardiovascular Ultrasound	"1022"	2.0430.001740
262	Congenital Heart Disease	"1534"	2.0360.003760
263	JOURNAL OF WOMENS HEALTH	"5283"	2.0090.009660
264	Cardiovascular Diagnosis and Therapy	7632.0060.002480
265	JOURNAL OF INVESTIGATIVE MEDICINE	"1602"	1.9940.002640
266	Pregnancy Hypertension-An International Journal of Womens Cardiovascular Health	"1003"	1.9920.002550
267	FAMILY PRACTICE	"4651"	1.9860.005390
268	MEDICAL SCIENCE MONITOR	"8289"	1.9800.012700
269	CURRENT OPINION IN CARDIOLOGY	"2056"	1.9790.003750
270	Trials	"8790"	1.9750.032190
271	Netherlands Heart Journal	"1196"	1.9720.001920
272	AMERICAN JOURNAL OF THE MEDICAL SCIENCES	"5093"	1.9620.005880
273	BMC Cardiovascular Disorders	"3243"	1.9470.008320
274	POSTGRADUATE MEDICAL JOURNAL	"5546"	1.9460.004420
275	JOURNAL OF HUMAN HYPERTENSION	"4381"	1.9350.005560
276	Interactive Cardiovascular and Thoracic Surgery	"5544"	1.9310.010010
277	Discovery Medicine	"1705"	1.9290.002910
278	CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY	"5219"	1.9280.007850
279	ARCHIVES OF MEDICAL RESEARCH	"3229"	1.8950.003380
279	Heart Failure Clinics	9031.8950.001840
281	CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS	"1562"	1.8940.001590
281	Journal of the Chinese Medical Association	"1810"	1.8940.002270
283	JOURNAL OF MEDICAL ECONOMICS	"1985"	1.8850.005000
284	JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA	"5098"	1.8820.006650
285	Journal of Zhejiang University-SCIENCE B	"2673"	1.8790.003050
286	MEDICINE	"25611"	1.8700.067080
287	International Journal of Hypertension	7681.8650.001120
288	INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING	"2949"	1.8600.006790
289	CLEVELAND CLINIC JOURNAL OF MEDICINE	"1648"	1.8550.001440
289	JOURNAL OF VASCULAR RESEARCH	"1655"	1.8550.001770
291	Iranian Journal of Basic Medical Sciences	"2057"	1.8540.003520
292	Molecular Medicine Reports	"15450"	1.8510.033140
293	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	"5233"	1.8500.003970
294	Frontiers of Medicine	9031.8470.002190
294	STATISTICS IN MEDICINE	"24925"	1.8470.034040
296	CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS	"1760"	1.8460.002770
297	HEART & LUNG	"2445"	1.8400.003060
298	SWISS MEDICAL WEEKLY	"3175"	1.8210.004780
299	Cardiovascular Engineering and Technology	4471.7760.000870
300	INTERNAL MEDICINE JOURNAL	"3729"	1.7670.006940
301	CARDIOVASCULAR PATHOLOGY	"1830"	1.7650.003290
302	Journal of Geriatric Cardiology	9171.7630.002450
303	YONSEI MEDICAL JOURNAL	"3725"	1.7590.005790
304	Cardiology Journal	"1144"	1.7430.001920
305	EUROPEAN JOURNAL OF MEDICAL RESEARCH	"1572"	1.7360.001550
305	HYPERTENSION IN PREGNANCY	"1246"	1.7360.001590
307	PRIMARY CARE	"1094"	1.7230.001530
308	JOURNAL OF KOREAN MEDICAL SCIENCE	"5879"	1.7160.008930
309	AMERICAN JOURNAL OF MANAGED CARE	"4414"	1.7060.009650
310	Korean Circulation Journal	"1117"	1.6940.002180
311	Arquivos Brasileiros de Cardiologia	"2999"	1.6790.003300
312	Acta Cardiologica Sinica	5171.6760.000850
313	Kardiologia Polska	"1532"	1.6740.002140
314	Journal of Stroke & Cerebrovascular Diseases	"5853"	1.6460.016500
315	CLINICAL HEMORHEOLOGY AND MICROCIRCULATION	"2232"	1.6420.002290
316	CROATIAN MEDICAL JOURNAL	"1675"	1.6240.001770
317	HEART AND VESSELS	"2093"	1.6200.003690
318	European Journal of General Practice	6481.6170.001590
319	IN VIVO	"2875"	1.6090.002590
320	Metabolic Syndrome and Related Disorders	"1404"	1.5970.002090
321	HONG KONG MEDICAL JOURNAL	"1432"	1.5880.001780
322	TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE	"2902"	1.5840.003060
323	Journal of Ophthalmology	"2410"	1.5800.006940
324	Journal of Cardiopulmonary Rehabilitation and Prevention	"1728"	1.5680.001830
324	Seminars in Vascular Surgery	7501.5680.000930
326	CARDIOLOGY	"2415"	1.5610.002710
326	JOURNAL OF GENE MEDICINE	"1868"	1.5610.001040
328	JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS	"1759"	1.5580.002530
329	CHINESE MEDICAL JOURNAL	"7433"	1.5550.011010
330	CORONARY ARTERY DISEASE	"1709"	1.5540.002300
331	Cardiology in Review	"1061"	1.5520.001440
332	PHLEBOLOGY	"1378"	1.5410.001930
333	JOURNAL OF EVALUATION IN CLINICAL PRACTICE	"4039"	1.5360.005120
334	JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY	"1594"	1.5340.003270
334	Vasa-European Journal of Vascular Medicine	9271.5340.001430
336	CLINICAL AND EXPERIMENTAL HYPERTENSION	"1719"	1.5220.002060
337	Revista de Investigacion Clinica-Clinical and Translational Investigation	5541.5130.000730
338	Annals of Thoracic Medicine	6761.5120.001210
339	Lymphatic Research and Biology	8351.4930.001180
340	Journal of Cardiothoracic Surgery	"1975"	1.4700.004400
341	Journal of Research in Medical Sciences	"2313"	1.4670.004010
341	Medicina-Lithuania	"1031"	1.4670.001140
343	Bosnian Journal of Basic Medical Sciences	6141.4580.000790
344	Experimental and Therapeutic Medicine	"7950"	1.4480.017510
345	Sexual Medicine	2701.4440.000970
346	Journal of Cardiovascular Medicine	"1668"	1.4270.002800
347	PEDIATRIC CARDIOLOGY	"4245"	1.4130.007420
348	Cardiovascular Journal of Africa	8991.4100.001980
349	Libyan Journal of Medicine	3291.4070.000370
350	Journal of Vascular Access	"1160"	1.3970.002400
351	SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION	"3615"	1.3800.002600
352	JOURNAL OF INVASIVE CARDIOLOGY	"1896"	1.3630.002880
353	JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM	8911.3560.001310
354	JOURNAL OF INTERNATIONAL MEDICAL RESEARCH	"3557"	1.3510.003700
355	Atencion Primaria	"1201"	1.3460.000910
356	PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY	"5550"	1.3400.005750
357	ATLA-ALTERNATIVES TO LABORATORY ANIMALS	9481.3260.000460
358	MEDICAL HYPOTHESES	"6856"	1.3220.006520
359	EUROPEAN HEART JOURNAL SUPPLEMENTS	4341.3210.000540
360	Journal of Postgraduate Medicine	"1305"	1.3180.000880
361	SAMJ SOUTH AFRICAN MEDICAL JOURNAL	"4072"	1.3160.005020
362	KAOHSIUNG JOURNAL OF MEDICAL SCIENCES	"1472"	1.2910.001800
363	ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES	"3021"	1.2870.005200
364	SCANDINAVIAN CARDIOVASCULAR JOURNAL	7591.2860.001250
365	INTERNATIONAL ANGIOLOGY	"1334"	1.2790.001410
366	MEDICINA CLINICA	"2688"	1.2770.001900
367	INDIAN JOURNAL OF MEDICAL RESEARCH	"6063"	1.2510.005920
368	ANNALS OF NONINVASIVE ELECTROCARDIOLOGY	"1267"	1.2350.001870
369	Advances in Clinical and Experimental Medicine	"1199"	1.2270.002810
370	Open Medicine	2481.2210.000440
371	General Thoracic and Cardiovascular Surgery	"1235"	1.2190.002500
372	BIOMEDICAL RESEARCH-TOKYO	7471.2170.000960
373	Balkan Medical Journal	5481.2030.001180
374	ANNALS OF VASCULAR SURGERY	"4813"	1.1790.008400
375	Vascular	8381.1760.001610
376	Danish Medical Journal	"1302"	1.1700.003960
376	WIENER KLINISCHE WOCHENSCHRIFT	"2032"	1.1700.002340
378	PRESSE MEDICALE	"2172"	1.1670.002440
379	JOURNAL OF ELECTROCARDIOLOGY	"2763"	1.1660.003520
380	Postepy w Kardiologii Interwencyjnej	2631.1600.000600
381	International Journal of Evidence-Based Healthcare	7711.1580.001630
382	World Journal of Clinical Cases	7791.1530.002310
383	THORACIC AND CARDIOVASCULAR SURGEON	"1805"	1.1520.002460
384	Archives of Iranian Medicine	"2013"	1.1410.002650
384	BIOMEDICAL PAPERS-OLOMOUC	"1062"	1.1410.001560
384	SINGAPORE MEDICAL JOURNAL	"3044"	1.1410.002460
387	ANNALS ACADEMY OF MEDICINE SINGAPORE	"2462"	1.1270.001250
387	Clinics	"3418"	1.1270.004180
389	Anatolian Journal of Cardiology	"1080"	1.1120.001720
390	Annals of Thoracic and Cardiovascular Surgery	"1154"	1.1090.001510
391	Postepy Higieny I Medycyny Doswiadczalnej	"1223"	1.1060.001750
392	MEDICAL PRINCIPLES AND PRACTICE	"1670"	1.1030.002230
393	FAMILY MEDICINE	"2817"	1.0890.002320
394	Sao Paulo Medical Journal	"1050"	1.0880.001080
395	MEDICAL PROBLEMS OF PERFORMING ARTISTS	7951.0630.000640
396	JOURNAL OF CARDIOVASCULAR SURGERY	"1835"	1.0620.002580
397	SAUDI MEDICAL JOURNAL	"3259"	1.0550.002710
398	REVISTA CLINICA ESPANOLA	6841.0430.000740
399	IRISH JOURNAL OF MEDICAL SCIENCE	"1394"	1.0310.002500
400	BLOOD PRESSURE MONITORING	"1373"	1.0080.001510
401	HERZ	"1060"	0.9950.001630
402	Journal of the Royal Army Medical Corps	8040.9940.001070
403	Colombia Medica	4060.9820.000750
403	International Journal of Osteopathic Medicine	2680.9820.000200
405	Artery Research	2330.9690.000450
406	Clinical and Investigative Medicine	"1048"	0.9660.000990
407	ACTA CLINICA BELGICA	8220.9600.001320
408	NETHERLANDS JOURNAL OF MEDICINE	"1556"	0.9580.001950
409	INTERNAL MEDICINE	"6351"	0.9560.008190
410	ACTA CARDIOLOGICA	9980.9510.001190
411	PERFUSION-UK	"1304"	0.9500.001810
412	CARDIOLOGY IN THE YOUNG	"2346"	0.9430.004120
413	DM DISEASE-A-MONTH	6480.9420.000640
414	Aerospace Medicine and Human Performance	3880.9040.001190
415	Nagoya Journal of Medical Science	4830.8970.000920
416	SOUTHERN MEDICAL JOURNAL	"3997"	0.8710.002390
417	Bratislava Medical Journal-Bratislavske Lekarske Listy	"1066"	0.8590.001190
417	Vascular and Endovascular Surgery	"1161"	0.8590.001610
419	MILITARY MEDICINE	"4506"	0.8530.006290
420	Medizinische Klinik-Intensivmedizin und Notfallmedizin	3310.8510.000610
421	YONAGO ACTA MEDICA	1880.8500.000420
422	Acta Medica Mediterranea	7590.8350.000690
