Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
113	JOURNAL OF INTERVENTIONAL CARDIOLOGY	"1406"	2.1060.00259
114	Heart Lung and Circulation	"2503"	2.0780.00603
115	Pulmonary Circulation	"1407"	2.0750.00417
116	CARDIOLOGY CLINICS	"1075"	2.0610.00163
117	Cardiovascular Ultrasound	"1022"	2.0430.00174
118	Congenital Heart Disease	"1534"	2.0360.00376
119	Cardiovascular Diagnosis and Therapy	7632.0060.00248
120	Pregnancy Hypertension-An International Journal of Womens Cardiovascular Health	"1003"	1.9920.00255
121	CURRENT OPINION IN CARDIOLOGY	"2056"	1.9790.00375
122	Netherlands Heart Journal	"1196"	1.9720.00192
123	BMC Cardiovascular Disorders	"3243"	1.9470.00832
124	JOURNAL OF HUMAN HYPERTENSION	"4381"	1.9350.00556
125	Interactive Cardiovascular and Thoracic Surgery	"5544"	1.9310.01001
126	CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY	"5219"	1.9280.00785
127	Heart Failure Clinics	9031.8950.00184
128	JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA	"5098"	1.8820.00665
129	International Journal of Hypertension	7681.8650.00112
130	INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING	"2949"	1.860.00679
131	JOURNAL OF VASCULAR RESEARCH	"1655"	1.8550.00177
132	CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS	"1760"	1.8460.00277
133	HEART & LUNG	"2445"	1.840.00306
134	Cardiovascular Engineering and Technology	4471.7760.00087
135	CARDIOVASCULAR PATHOLOGY	"1830"	1.7650.00329
136	Journal of Geriatric Cardiology	9171.7630.00245
137	Cardiology Journal	"1144"	1.7430.00192
138	HYPERTENSION IN PREGNANCY	"1246"	1.7360.00159
139	Korean Circulation Journal	"1117"	1.6940.00218
140	Arquivos Brasileiros de Cardiologia	"2999"	1.6790.0033
141	Acta Cardiologica Sinica	5171.6760.00085
142	Kardiologia Polska	"1532"	1.6740.00214
143	Journal of Stroke & Cerebrovascular Diseases	"5853"	1.6460.0165
144	CLINICAL HEMORHEOLOGY AND MICROCIRCULATION	"2232"	1.6420.00229
145	HEART AND VESSELS	"2093"	1.620.00369
146	Journal of Cardiopulmonary Rehabilitation and Prevention	"1728"	1.5680.00183
146	Seminars in Vascular Surgery	7501.5680.00093
148	CARDIOLOGY	"2415"	1.5610.00271
149	CORONARY ARTERY DISEASE	"1709"	1.5540.0023
150	Cardiology in Review	"1061"	1.5520.00144
151	PHLEBOLOGY	"1378"	1.5410.00193
152	JOURNAL OF INTERVENTIONAL CARDIAC ELECTROPHYSIOLOGY	"1594"	1.5340.00327
152	Vasa-European Journal of Vascular Medicine	9271.5340.00143
154	CLINICAL AND EXPERIMENTAL HYPERTENSION	"1719"	1.5220.00206
155	Annals of Thoracic Medicine	6761.5120.00121
156	Journal of Cardiothoracic Surgery	"1975"	1.470.0044
157	Journal of Cardiovascular Medicine	"1668"	1.4270.0028
158	PEDIATRIC CARDIOLOGY	"4245"	1.4130.00742
159	Cardiovascular Journal of Africa	8991.410.00198
160	Journal of Vascular Access	"1160"	1.3970.0024
161	JOURNAL OF INVASIVE CARDIOLOGY	"1896"	1.3630.00288
162	JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM	8911.3560.00131
163	PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY	"5550"	1.340.00575
164	EUROPEAN HEART JOURNAL SUPPLEMENTS	4341.3210.00054
165	ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES	"3021"	1.2870.0052
166	SCANDINAVIAN CARDIOVASCULAR JOURNAL	7591.2860.00125
167	INTERNATIONAL ANGIOLOGY	"1334"	1.2790.00141
168	ANNALS OF NONINVASIVE ELECTROCARDIOLOGY	"1267"	1.2350.00187
169	General Thoracic and Cardiovascular Surgery	"1235"	1.2190.0025
170	ANNALS OF VASCULAR SURGERY	"4813"	1.1790.0084
171	Vascular	8381.1760.00161
172	JOURNAL OF ELECTROCARDIOLOGY	"2763"	1.1660.00352
173	Postepy w Kardiologii Interwencyjnej	2631.160.0006
174	THORACIC AND CARDIOVASCULAR SURGEON	"1805"	1.1520.00246
175	Anatolian Journal of Cardiology	"1080"	1.1120.00172
176	Annals of Thoracic and Cardiovascular Surgery	"1154"	1.1090.00151
177	JOURNAL OF CARDIOVASCULAR SURGERY	"1835"	1.0620.00258
178	BLOOD PRESSURE MONITORING	"1373"	1.0080.00151
179	HERZ	"1060"	0.9950.00163
180	Artery Research	2330.9690.00045
181	ACTA CARDIOLOGICA	9980.9510.00119
182	PERFUSION-UK	"1304"	0.950.00181
183	CARDIOLOGY IN THE YOUNG	"2346"	0.9430.00412
184	Vascular and Endovascular Surgery	"1161"	0.8590.00161
185	Brazilian Journal of Cardiovascular Surgery	7400.7960.00096
186	Revista Portuguesa de Cardiologia	8240.7850.00095
187	MINERVA CARDIOANGIOLOGICA	3710.7810.00051
188	TEXAS HEART INSTITUTE JOURNAL	"1771"	0.7580.00182
189	Reviews in Cardiovascular Medicine	2620.610.0004
190	HEART SURGERY FORUM	5340.5640.00043
191	KARDIOLOGIYA	6040.3770.00023
192	Circulation-Genomic and Precision Medicine	114	Not Available	0
