Rank	Full Journal Title	Total Cites	Journal Impact Factor	Eigenfactor Score
77	Wiley Interdisciplinary Reviews-Systems Biology and Medicine	"1165"	3.5420.002190
78	JOURNAL OF THE ROYAL SOCIETY OF MEDICINE	"4051"	3.5380.003080
79	AMERICAN JOURNAL OF CHINESE MEDICINE	"3152"	3.5100.002950
80	XENOTRANSPLANTATION	"1689"	3.4840.002390
81	CELL TRANSPLANTATION	"5941"	3.4770.009210
82	JOURNAL OF IMMUNOTHERAPY	"3142"	3.4550.004000
83	PREVENTIVE MEDICINE	"16004"	3.4490.029820
84	LIFE SCIENCES	"21687"	3.4480.016400
85	JOURNAL OF PAIN AND SYMPTOM MANAGEMENT	"11229"	3.3780.015750
86	VACCINE	"40222"	3.2690.070760
87	American Journal of Translational Research	"5434"	3.2660.012240
88	ADVANCES IN THERAPY	"3008"	3.2600.006540
89	STEM CELLS AND DEVELOPMENT	"7899"	3.1470.013510
90	Frontiers in Medicine	"1598"	3.1130.005060
91	Drug Delivery and Translational Research	"1298"	3.1110.002430
92	ANNALS OF MEDICINE	"4437"	3.0490.005440
93	Journal of Diabetes Research	"3653"	3.0400.011530
94	EXPERIMENTAL BIOLOGY AND MEDICINE	"6301"	3.0050.007610
95	MOLECULAR MEDICINE	"4918"	2.9910.004770
96	INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE	"10049"	2.9280.015060
97	Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej	"1287"	2.8820.002000
98	WOUND REPAIR AND REGENERATION	"5808"	2.8500.006110
99	JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION	"3274"	2.8440.004420
100	BRITISH MEDICAL BULLETIN	"4435"	2.8040.003670
101	EUROPEAN JOURNAL OF CLINICAL INVESTIGATION	"5946"	2.7840.006180
102	Human Gene Therapy Clinical Development	3022.7780.001070
103	DISEASE MARKERS	"3479"	2.7610.006820
104	PAIN MEDICINE	"6988"	2.7580.013020
105	Journal of Cardiovascular Translational Research	"1458"	2.7560.003220
106	UPSALA JOURNAL OF MEDICAL SCIENCES	"1109"	2.7470.001980
107	MEDICAL CLINICS OF NORTH AMERICA	"2990"	2.7160.004280
108	KOREAN JOURNAL OF INTERNAL MEDICINE	"1887"	2.7140.003600
109	NEUROMODULATION	"2109"	2.6630.004600
110	QJM-AN INTERNATIONAL JOURNAL OF MEDICINE	"5711"	2.6490.004350
111	CLINICAL AND EXPERIMENTAL MEDICINE	"1200"	2.6420.001970
112	Experimental Neurobiology	8762.6300.002520
113	INTERNATIONAL JOURNAL OF CLINICAL PRACTICE	"5439"	2.6130.005980
114	AMERICAN FAMILY PHYSICIAN	"6860"	2.5800.005110
115	Journal of the American Board of Family Medicine	"3654"	2.5110.006540
116	Diagnostics	5332.4890.001350
117	MINERVA MEDICA	8172.4750.000950
118	EXPERIMENTAL HEMATOLOGY	"5176"	2.4620.006120
119	BMC Family Practice	"4209"	2.4310.009370
120	MELANOMA RESEARCH	"2300"	2.3810.004040
121	Archives of Medical Science	"2581"	2.3800.005110
122	BMJ Open	"26298"	2.3760.108600
123	Current Research in Translational Medicine	1322.3530.000450
124	CURRENT MEDICAL RESEARCH AND OPINION	"7181"	2.3450.010810
125	LARYNGOSCOPE	"22642"	2.3430.026200
126	Internal and Emergency Medicine	"1978"	2.3350.004390
127	International Journal of Medical Sciences	"3358"	2.3330.006330
128	JOURNAL OF BONE AND MINERAL METABOLISM	"2685"	2.3100.003370
129	Contemporary Clinical Trials	"3616"	2.2800.012300
130	Journal of Hospital Medicine	"3068"	2.2760.009200
131	Biomarkers in Medicine	"1689"	2.2680.003440
132	Clinical Trials	"2080"	2.2570.006120
133	POSTGRADUATE MEDICINE	"2311"	2.2370.003640
134	Biomed Research International	"36776"	2.1970.109840
135	CURRENT MOLECULAR MEDICINE	"3555"	2.1960.004410
136	CANADIAN FAMILY PHYSICIAN	"3761"	2.1860.005200
136	PANMINERVA MEDICA	6532.1860.000620
138	Innate Immunity	"1341"	2.1730.002920
139	JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE	"3864"	2.1540.005900
140	Advances in Experimental Medicine and Biology	"19627"	2.1260.033870
141	Patient Preference and Adherence	"2788"	2.0970.007260
142	SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE	"1381"	2.0950.001810
143	Human Gene Therapy Methods	4102.0890.001220
144	Advances in Medical Sciences	"1004"	2.0800.001620
145	CLINICAL MEDICINE	"1811"	2.0460.003240
146	JOURNAL OF WOMENS HEALTH	"5283"	2.0090.009660
147	JOURNAL OF INVESTIGATIVE MEDICINE	"1602"	1.9940.002640
148	FAMILY PRACTICE	"4651"	1.9860.005390
149	MEDICAL SCIENCE MONITOR	"8289"	1.9800.012700
150	Trials	"8790"	1.9750.032190
151	AMERICAN JOURNAL OF THE MEDICAL SCIENCES	"5093"	1.9620.005880
152	POSTGRADUATE MEDICAL JOURNAL	"5546"	1.9460.004420
153	Discovery Medicine	"1705"	1.9290.002910
154	ARCHIVES OF MEDICAL RESEARCH	"3229"	1.8950.003380
155	CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS	"1562"	1.8940.001590
155	Journal of the Chinese Medical Association	"1810"	1.8940.002270
157	JOURNAL OF MEDICAL ECONOMICS	"1985"	1.8850.005000
158	Journal of Zhejiang University-SCIENCE B	"2673"	1.8790.003050
159	MEDICINE	"25611"	1.8700.067080
160	CLEVELAND CLINIC JOURNAL OF MEDICINE	"1648"	1.8550.001440
161	Iranian Journal of Basic Medical Sciences	"2057"	1.8540.003520
162	Molecular Medicine Reports	"15450"	1.8510.033140
163	BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH	"5233"	1.8500.003970
164	Frontiers of Medicine	9031.8470.002190
164	STATISTICS IN MEDICINE	"24925"	1.8470.034040
166	SWISS MEDICAL WEEKLY	"3175"	1.8210.004780
167	INTERNAL MEDICINE JOURNAL	"3729"	1.7670.006940
168	YONSEI MEDICAL JOURNAL	"3725"	1.7590.005790
169	EUROPEAN JOURNAL OF MEDICAL RESEARCH	"1572"	1.7360.001550
170	PRIMARY CARE	"1094"	1.7230.001530
171	JOURNAL OF KOREAN MEDICAL SCIENCE	"5879"	1.7160.008930
172	AMERICAN JOURNAL OF MANAGED CARE	"4414"	1.7060.009650
173	CROATIAN MEDICAL JOURNAL	"1675"	1.6240.001770
174	European Journal of General Practice	6481.6170.001590
175	IN VIVO	"2875"	1.6090.002590
176	Metabolic Syndrome and Related Disorders	"1404"	1.5970.002090
177	HONG KONG MEDICAL JOURNAL	"1432"	1.5880.001780
178	TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE	"2902"	1.5840.003060
179	Journal of Ophthalmology	"2410"	1.5800.006940
180	JOURNAL OF GENE MEDICINE	"1868"	1.5610.001040
181	JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS	"1759"	1.5580.002530
182	CHINESE MEDICAL JOURNAL	"7433"	1.5550.011010
183	JOURNAL OF EVALUATION IN CLINICAL PRACTICE	"4039"	1.5360.005120
184	Revista de Investigacion Clinica-Clinical and Translational Investigation	5541.5130.000730
185	Lymphatic Research and Biology	8351.4930.001180
186	Journal of Research in Medical Sciences	"2313"	1.4670.004010
186	Medicina-Lithuania	"1031"	1.4670.001140
188	Bosnian Journal of Basic Medical Sciences	6141.4580.000790
189	Experimental and Therapeutic Medicine	"7950"	1.4480.017510
190	Sexual Medicine	2701.4440.000970
191	Libyan Journal of Medicine	3291.4070.000370
192	SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION	"3615"	1.3800.002600
193	JOURNAL OF INTERNATIONAL MEDICAL RESEARCH	"3557"	1.3510.003700
194	Atencion Primaria	"1201"	1.3460.000910
195	ATLA-ALTERNATIVES TO LABORATORY ANIMALS	9481.3260.000460
196	MEDICAL HYPOTHESES	"6856"	1.3220.006520
197	Journal of Postgraduate Medicine	"1305"	1.3180.000880
198	SAMJ SOUTH AFRICAN MEDICAL JOURNAL	"4072"	1.3160.005020
199	KAOHSIUNG JOURNAL OF MEDICAL SCIENCES	"1472"	1.2910.001800
200	MEDICINA CLINICA	"2688"	1.2770.001900
201	INDIAN JOURNAL OF MEDICAL RESEARCH	"6063"	1.2510.005920
202	Advances in Clinical and Experimental Medicine	"1199"	1.2270.002810
203	Open Medicine	2481.2210.000440
204	BIOMEDICAL RESEARCH-TOKYO	7471.2170.000960
205	Balkan Medical Journal	5481.2030.001180
206	Danish Medical Journal	"1302"	1.1700.003960
206	WIENER KLINISCHE WOCHENSCHRIFT	"2032"	1.1700.002340
208	PRESSE MEDICALE	"2172"	1.1670.002440
209	International Journal of Evidence-Based Healthcare	7711.1580.001630
210	World Journal of Clinical Cases	7791.1530.002310
211	Archives of Iranian Medicine	"2013"	1.1410.002650
211	BIOMEDICAL PAPERS-OLOMOUC	"1062"	1.1410.001560
211	SINGAPORE MEDICAL JOURNAL	"3044"	1.1410.002460
214	ANNALS ACADEMY OF MEDICINE SINGAPORE	"2462"	1.1270.001250
214	Clinics	"3418"	1.1270.004180
216	Postepy Higieny I Medycyny Doswiadczalnej	"1223"	1.1060.001750
217	MEDICAL PRINCIPLES AND PRACTICE	"1670"	1.1030.002230
218	FAMILY MEDICINE	"2817"	1.0890.002320
219	Sao Paulo Medical Journal	"1050"	1.0880.001080
220	MEDICAL PROBLEMS OF PERFORMING ARTISTS	7951.0630.000640
221	SAUDI MEDICAL JOURNAL	"3259"	1.0550.002710
222	REVISTA CLINICA ESPANOLA	6841.0430.000740
223	IRISH JOURNAL OF MEDICAL SCIENCE	"1394"	1.0310.002500
224	Journal of the Royal Army Medical Corps	8040.9940.001070
225	Colombia Medica	4060.9820.000750
225	International Journal of Osteopathic Medicine	2680.9820.000200
227	Clinical and Investigative Medicine	"1048"	0.9660.000990
228	ACTA CLINICA BELGICA	8220.9600.001320
229	NETHERLANDS JOURNAL OF MEDICINE	"1556"	0.9580.001950
230	INTERNAL MEDICINE	"6351"	0.9560.008190
231	DM DISEASE-A-MONTH	6480.9420.000640
232	Aerospace Medicine and Human Performance	3880.9040.001190
233	Nagoya Journal of Medical Science	4830.8970.000920
234	SOUTHERN MEDICAL JOURNAL	"3997"	0.8710.002390
235	Bratislava Medical Journal-Bratislavske Lekarske Listy	"1066"	0.8590.001190
236	MILITARY MEDICINE	"4506"	0.8530.006290
237	Medizinische Klinik-Intensivmedizin und Notfallmedizin	3310.8510.000610
238	YONAGO ACTA MEDICA	1880.8500.000420
239	Acta Medica Mediterranea	7590.8350.000690
240	Pakistan Journal of Medical Sciences	"2095"	0.8340.003680
241	JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION	"2673"	0.8310.000470
242	ISRAEL MEDICAL ASSOCIATION JOURNAL	"2331"	0.8280.002430
243	Australian Family Physician	"1790"	0.8260.002580
244	JOURNAL OF FAMILY PRACTICE	"1978"	0.8220.000870
244	Undersea and Hyperbaric Medicine	9350.8220.000800
246	REVUE DE MEDECINE INTERNE	"1243"	0.8100.001400
247	ANNALS OF SAUDI MEDICINE	"1511"	0.8080.001140
248	Revista da Associacao Medica Brasileira	"1378"	0.8010.001480
249	Revista Romana de Medicina de Laborator	1820.8000.000190
250	African Health Sciences	"1861"	0.7840.002830
251	SCOTTISH MEDICAL JOURNAL	5580.6780.000530
252	M S-MEDECINE SCIENCES	7960.6610.000590
253	Iranian Red Crescent Medical Journal	"1897"	0.6440.003530
253	NATIONAL MEDICAL JOURNAL OF INDIA	7250.6440.000550
255	JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION	"3344"	0.6420.003170
256	ACTA MEDICA OKAYAMA	7560.6350.000680
256	DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT	"1845"	0.6350.001300
258	JOURNAL OF NIPPON MEDICAL SCHOOL	5830.6150.000600
259	Turkish Journal Of Medical Sciences	"1237"	0.6030.002070
260	Acta Medica Portuguesa	7210.5810.001090
261	BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE	"2398"	0.5670.001980
262	ORVOSI HETILAP	"1155"	0.5640.000760
263	BRITISH JOURNAL OF HOSPITAL MEDICINE	6510.5260.001030
264	MEDICINA-BUENOS AIRES	6740.5250.000640
265	Hippokratia	9640.5200.000940
266	ANNALES DE BIOLOGIE CLINIQUE	5770.5030.000400
267	REVISTA MEDICA DE CHILE	"1736"	0.4850.001140
268	JAAPA-Journal of the American Academy of Physician Assistants	3480.4630.000890
269	Nigerian Journal of Clinical Practice	"1006"	0.4300.001710
270	INTERNIST	3890.4270.000430
271	JCPSP-Journal of the College of Physicians and Surgeons Pakistan	"1948"	0.4070.001870
272	Acta Clinica Croatica	4850.4030.000580
273	MEDICINA DELLO SPORT	2010.3930.000170
274	TERAPEVTICHESKII ARKHIV	6110.3590.000390
275	PERSPECTIVES IN BIOLOGY AND MEDICINE	9980.3040.000620
276	Srpski Arhiv za Celokupno Lekarstvo	4660.2990.000600
277	Laeknabladid	1920.2890.000170
278	Gaceta Medica de Mexico	4810.2830.000620
279	Vojnosanitetski Pregled	6350.2720.000930
280	INVESTIGACION CLINICA	1750.2500.000150
281	Journal of Nepal Medical Association	2930.2120.000190
282	Asian Biomedicine	2530.2000.000330
283	International Journal of Clinical and Experimental Medicine	"6960"	0.1810.018540
284	WEST INDIAN MEDICAL JOURNAL	9500.1790.000790
285	BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE	4730.0830.000170
286	Kuwait Medical Journal	880.0710.000060
287	Australian Journal of General Practice	78	Not Available	0.000000
287	Current Medical Science	20	Not Available	0.000000
