Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
40,PREVENTIVE MEDICINE,"20,705",4.018,0.02898
41,POSTGRADUATE MEDICINE,"3,169",3.84,0.00385
42,DM DISEASE-A-MONTH,951,3.8,0.0006
43,PAIN MEDICINE,"10,086",3.75,0.0123
44,International Journal of Medical Sciences,"5,677",3.738,0.00568
45,Diagnostics,"2,557",3.706,0.00318
46,JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,"5,637",3.671,0.00581
47,JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,"15,063",3.612,0.01592
48,Journal of Translational Internal Medicine,457,3.451,0.00099
49,Internal and Emergency Medicine,"3,446",3.397,0.00489
50,Military Medical Research,"2,279",3.329,0.00138
51,Archives of Medical Science,"4,209",3.318,0.005
52,AMERICAN FAMILY PHYSICIAN,"9,415",3.292,0.00718
53,JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION,"5,341",3.282,0.00513
54,Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej,"1,933",3.277,0.00215
55,CANADIAN FAMILY PHYSICIAN,"4,641",3.275,0.00535
56,QJM-AN INTERNATIONAL JOURNAL OF MEDICINE,"7,086",3.21,0.00355
57,Journal of Hospital Medicine,"4,166",2.96,0.00869
58,PRIMARY CARE,"1,726",2.907,0.00209
59,JOURNAL OF INVESTIGATIVE MEDICINE,"2,534",2.895,0.00312
60,KOREAN JOURNAL OF INTERNAL MEDICINE,"3,042",2.884,0.00436
61,YONSEI MEDICAL JOURNAL,"5,198",2.759,0.00525
62,Journal of the Chinese Medical Association,"3,223",2.743,0.00319
63,Patient Preference and Adherence,"4,927",2.711,0.00928
64,BMJ Open,"55,068",2.692,0.14519
65,JOURNAL OF WOMENS HEALTH,"7,434",2.681,0.00926
66,CLINICAL MEDICINE,"3,101",2.659,0.00382
67,Journal of the American Board of Family Medicine,"4,215",2.657,0.00577
68,CHINESE MEDICAL JOURNAL,"11,843",2.628,0.01003
69,SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,"1,842",2.581,0.00184
70,CURRENT MEDICAL RESEARCH AND OPINION,"8,352",2.58,0.00831
71,International Journal of Evidence-Based Healthcare,"1,721",2.548,0.0037
72,Systematic Reviews,"7,616",2.522,0.0194
73,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,"6,299",2.503,0.0043
74,BMC Family Practice,"5,727",2.497,0.00809
75,Sexual Medicine,719,2.491,0.00143
76,ANNALS ACADEMY OF MEDICINE SINGAPORE,"3,627",2.473,0.00117
77,International Journal of General Medicine,"1,765",2.466,0.00191
78,JOURNAL OF MEDICAL ECONOMICS,"2,936",2.448,0.00476
79,JOURNAL OF EVALUATION IN CLINICAL PRACTICE,"5,408",2.431,0.00534
80,Medicina-Lithuania,"3,761",2.43,0.00487
81,Chronic Illness,898,2.409,0.00083
82,POSTGRADUATE MEDICAL JOURNAL,"7,599",2.401,0.0041
83,UPSALA JOURNAL OF MEDICAL SCIENCES,"1,495",2.384,0.00168
84,AMERICAN JOURNAL OF THE MEDICAL SCIENCES,"6,595",2.378,0.00556
85,INDIAN JOURNAL OF MEDICAL RESEARCH,"7,782",2.375,0.00558
86,Clinics,"4,903",2.365,0.00345
87,CLEVELAND CLINIC JOURNAL OF MEDICINE,"2,268",2.321,0.00184
88,FAMILY PRACTICE,"5,336",2.267,0.00446
89,AMERICAN JOURNAL OF MANAGED CARE,"5,296",2.229,0.00803
90,HONG KONG MEDICAL JOURNAL,"2,398",2.227,0.002
91,Open Medicine,863,2.199,0.00154
92,SWISS MEDICAL WEEKLY,"4,259",2.193,0.00387
93,JOURNAL OF KOREAN MEDICAL SCIENCE,"9,573",2.153,0.00929
94,International Journal of Osteopathic Medicine,515,2.149,0.0003
95,INTERNAL MEDICINE JOURNAL,"4,781",2.048,0.00632
96,Balkan Medical Journal,963,2.021,0.00145
97,MEDICAL PRINCIPLES AND PRACTICE,"2,612",1.927,0.0024
98,European Journal of General Practice,"1,136",1.904,0.00165
99,MEDICINE,"50,118",1.889,0.10394
100,SINGAPORE MEDICAL JOURNAL,"4,285",1.858,0.00278
101,Journal of Research in Medical Sciences,"3,361",1.852,0.00292
102,TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,"3,731",1.848,0.00254
103,JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION,"3,600",1.798,0.00154
104,FAMILY MEDICINE,"3,226",1.756,0.00219
105,MEDICINA CLINICA,"3,266",1.725,0.00253
106,WIENER KLINISCHE WOCHENSCHRIFT,"2,750",1.704,0.00257
107,Libyan Journal of Medicine,503,1.657,0.00033
108,SAMJ SOUTH AFRICAN MEDICAL JOURNAL,"5,019",1.614,0.00514
109,IRISH JOURNAL OF MEDICAL SCIENCE,"2,223",1.568,0.00291
110,REVISTA CLINICA ESPANOLA,876,1.556,0.00065
111,ANNALS OF SAUDI MEDICINE,"2,357",1.526,0.00172
112,SAUDI MEDICAL JOURNAL,"4,497",1.484,0.0039
113,Journal of Postgraduate Medicine,"1,600",1.476,0.00104
114,Revista de Investigacion Clinica-Clinical and Translational Investigation,776,1.451,0.0008
115,MILITARY MEDICINE,"6,635",1.437,0.00664
116,NETHERLANDS JOURNAL OF MEDICINE,"1,751",1.422,0.00139
117,Archives of Iranian Medicine,"2,787",1.354,0.00262
118,CROATIAN MEDICAL JOURNAL,"2,000",1.351,0.00105
119,World Journal of Clinical Cases,"2,237",1.337,0.00368
120,Colombia Medica,578,1.295,0.00062
121,Journal of the Royal Army Medical Corps,"1,069",1.285,0.00122
122,Bratislava Medical Journal-Bratislavske Lekarske Listy,"1,840",1.278,0.00174
123,INTERNAL MEDICINE,"8,210",1.271,0.00798
124,ACTA CLINICA BELGICA,"1,156",1.264,0.00104
125,Australian Journal of General Practice,417,1.261,0.00076
126,Danish Medical Journal,"1,443",1.24,0.00222
127,PRESSE MEDICALE,"2,695",1.228,0.00239
128,Revista da Associacao Medica Brasileira,"2,121",1.209,0.00217
129,Acta Medica Portuguesa,"1,179",1.141,0.00158
130,Atencion Primaria,"1,451",1.137,0.00087
131,MEDICAL PROBLEMS OF PERFORMING ARTISTS,969,1.106,0.00062
132,Pakistan Journal of Medical Sciences,"3,510",1.088,0.00422
133,JAAPA-Journal of the American Academy of Physician Assistants,649,1.086,0.00113
134,Sao Paulo Medical Journal,"1,336",1.044,0.00136
135,Turkish Journal Of Medical Sciences,"2,378",0.973,0.00281
136,Nigerian Journal of Clinical Practice,"2,097",0.968,0.00282
137,SOUTHERN MEDICAL JOURNAL,"4,550",0.954,0.00211
138,African Health Sciences,"2,825",0.927,0.00299
139,JOURNAL OF NIPPON MEDICAL SCHOOL,809,0.92,0.00063
140,ISRAEL MEDICAL ASSOCIATION JOURNAL,"2,715",0.892,0.00199
141,Medizinische Klinik-Intensivmedizin und Notfallmedizin,488,0.84,0.00042
142,BRITISH JOURNAL OF HOSPITAL MEDICINE,986,0.825,0.00128
143,JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,"4,360",0.781,0.00359
144,Acta Clinica Croatica,706,0.78,0.00088
145,INTERNIST,562,0.743,0.00063
146,SCOTTISH MEDICAL JOURNAL,691,0.729,0.00034
147,REVUE DE MEDECINE INTERNE,"1,342",0.728,0.00122
148,MEDICINA DELLO SPORT,386,0.723,0.00019
149,JCPSP-Journal of the College of Physicians and Surgeons Pakistan,"2,367",0.711,0.00234
150,MEDICINA-BUENOS AIRES,865,0.653,0.0006
151,DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,"2,287",0.628,0.00113
152,Iranian Red Crescent Medical Journal,"2,657",0.611,0.00267
153,REVISTA MEDICA DE CHILE,"2,165",0.553,0.00137
154,Laeknabladid,197,0.548,0.00023
155,ORVOSI HETILAP,"1,277",0.54,0.0008
156,NATIONAL MEDICAL JOURNAL OF INDIA,841,0.537,0.00064
157,JOURNAL OF FAMILY PRACTICE,"2,255",0.493,0.00082
158,Hippokratia,"1,114",0.471,0.00045
159,TERAPEVTICHESKII ARKHIV,806,0.467,0.00053
160,Journal of Nepal Medical Association,499,0.406,0.00045
161,Gaceta Medica de Mexico,663,0.302,0.00064
162,Acta Medica Mediterranea,621,0.219,0.00092
163,Srpski Arhiv za Celokupno Lekarstvo,570,0.207,0.0004
164,WEST INDIAN MEDICAL JOURNAL,951,0.171,0.00037
165,Vojnosanitetski Pregled,843,0.168,0.0007
166,BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,510,0.144,0.00013
167,Kuwait Medical Journal,129,0.076,0.00009
168,BMJ Military Health,142,Not Available,0
168,JBI Evidence Implementation,0,Not Available,0
